gene,Reg-Arrest1 rep1,Reg-Arrest1 rep2,Reg-Arrest1 rep3,Reg-Arrest2+SHX 400min,Reg-Arrest2+SHX 511min,Reg-Arrest2+SHX 621min,Dis-Arrest1 rep1,Dis-Arrest1 rep2,Dis-Arrest1 rep3,Dis-Arrest2 rep1t6,Dis-Arrest2 rep1t7,Dis-Arrest2 rep1t8
rlmJ,2.75796,2.72274,2.5865,2.66562,2.70629,2.67305,2.36179,2.52313,2.56294,2.43777,2.50443,2.54351
rlmKL,2.68195,2.46108,2.47034,2.57868,2.79896,2.7576,3.02913,2.86453,3.02387,2.84108,2.76755,2.7313
rlmM,2.86962,2.81461,2.64963,2.92153,3.09346,2.96745,3.00023,2.94169,2.94491,2.87862,2.81239,2.8335
rlmN,3.28603,3.34588,3.33132,3.22585,3.34719,3.30916,3.04549,3.18369,3.18575,3.01381,3.06076,3.1055
rlpA,3.13747,3.09408,3.13819,2.91579,3.2483,3.11361,2.95802,3.01213,3.13451,3.02293,2.92785,2.93547
rluA,2.80936,2.80581,2.81798,2.73072,2.53164,2.48389,2.59571,2.61401,2.59518,2.38395,2.45682,2.4401
rluB,2.58526,2.64319,2.64222,2.66562,2.95357,2.74081,3.00594,2.98333,3.04837,2.87609,2.78397,2.81478
rluC,2.03723,2.14149,2.22283,2.134,2.05555,1.99925,2.51058,2.22507,2.25517,2.20932,2.13254,2.18855
rluD,2.89688,2.8441,2.95017,3.23217,3.11611,3.11961,3.02263,3.06602,3.02183,3.10496,3.1247,3.11865
rluE,1.75568,1.56838,1.58813,1.96527,1.83624,1.82792,2.22482,2.23826,2.30427,2.32509,2.18451,2.17104
rluF,2.25748,2.24187,2.29498,2.11918,2.06894,2.0147,2.09846,1.94931,1.97217,2.01575,1.87685,1.82187
rmf,4.24187,4.02069,4.10495,4.23548,4.33565,4.37176,2.55921,3.14482,2.68412,2.94886,3.03469,2.81709
rmuC,2.69265,2.62334,2.77063,2.90457,2.953,2.92294,2.64267,2.74715,2.84423,2.81105,2.89169,2.91341
rna,3.04473,3.03401,2.86962,2.97844,3.38295,3.33701,2.44973,2.67033,2.54893,2.60328,2.69545,2.66379
rnb,2.54263,2.47081,2.64222,2.11005,2.28576,2.00446,2.79094,2.64563,2.90561,2.4883,2.30257,2.31339
rnc,3.38594,3.45775,3.47345,3.48779,3.59275,3.65542,2.91055,3.11568,2.99209,3.11258,3.25118,3.2391
rnd,2.24778,2.19909,2.32701,2.30117,2.45392,2.36623,2.49798,2.34937,2.47845,2.21763,2.24917,2.2261
rne,3.68581,3.67264,3.66959,3.4933,3.70835,3.63927,3.3489,3.6655,3.68435,3.55904,3.64147,3.71873
rng,2.58975,2.66217,2.71116,2.9936,2.66599,2.75392,2.77386,2.74815,2.70872,2.70119,2.70521,2.75853
rnhA,1.92922,1.95134,1.73104,2.03277,1.87225,1.97775,1.63713,1.7531,1.31981,1.77257,1.71117,1.73363
rnhB,1.32203,1.14911,1.37369,1.90053,1.41331,1.28053,2.14203,1.85831,2.04282,1.75381,1.76387,1.68954
rnk,2.26697,2.51207,2.4813,2.17563,2.3725,2.23891,2.11199,2.24149,2.18595,2.27178,2.24427,2.04452
rnlA,2.68195,2.85016,2.81297,3.08015,2.93002,2.94606,2.86595,2.99372,2.94163,3.04799,3.05648,2.97929
rnlB,2.44851,2.36208,2.49199,2.97886,2.84693,2.82678,2.57936,2.77632,2.5688,2.74929,2.75253,2.7313
rnpA,1.92922,1.72743,1.83839,2.15945,2.28842,2.04404,2.67055,2.40142,2.60422,2.41537,2.26196,2.21471
rnpB,5.57505,5.62091,5.63987,5.52944,5.67984,5.61586,5.06791,5.52317,5.37974,5.2026,5.36445,5.59327
rnr,3.46414,3.46071,3.43667,3.48921,3.63268,3.6575,3.51591,3.62787,3.66252,3.61522,3.67562,3.75206
rnt,1.65302,1.63912,1.78803,1.88531,1.54884,1.65889,2.30012,2.20099,2.32858,2.23222,2.18263,2.1659
robA,3.71988,3.71984,3.68271,3.81339,3.79031,3.8797,3.36854,3.63975,3.53814,3.66349,3.81264,3.86994
rodZ,3.83644,3.77738,3.83066,3.67286,4.08186,4.05813,3.43903,3.64678,3.68301,3.67931,3.69986,3.70372
rof,3.10189,3.25014,3.3374,3.02013,3.2592,3.07088,2.78438,3.01322,2.80094,3.03689,3.07213,3.13365
roxA,3.72252,3.70719,3.70526,3.49849,3.82955,3.66174,3.16825,3.29338,3.24895,3.19854,3.28729,3.3046
rpe,2.37455,2.32334,2.37102,2.27249,2.44845,2.40085,2.53975,2.34431,2.53446,2.47119,2.27592,2.27496
rph,2.44851,2.49875,2.69822,1.61467,1.98697,1.9251,2.27339,2.36902,2.49487,2.13832,1.9787,1.84949
rpiA,2.6635,2.67738,2.8079,2.74522,3.03104,2.81492,2.76308,2.64563,2.56686,2.69189,2.68783,2.7015
rpiB,1.56801,1.03432,0,1.50578,1.66331,1.57003,1.58057,1.38542,1.74571,1.65159,1.58904,1.48611
rplA,3.65311,3.62105,3.63983,3.13723,3.62273,3.28757,4.23122,4.04104,4.26232,3.83351,3.60684,3.61655
rplB,3.43961,3.34072,3.40945,2.92578,3.36243,2.84286,4.10316,3.77829,4.04712,3.61131,3.29931,3.25935
rplC,3.43325,3.38859,3.39385,2.9442,3.44484,2.86627,4.13316,3.84354,4.05194,3.59414,3.28654,3.21162
rplD,3.27141,3.22968,3.32361,2.73512,3.27315,2.67857,4.00356,3.7067,3.95401,3.40986,3.09518,3.05119
rplE,3.76807,3.79529,3.7777,3.38051,3.88703,3.48569,3.96569,3.87184,3.9094,3.65803,3.47711,3.50276
rplF,3.75423,3.7324,3.7755,3.3458,3.89458,3.4266,3.94908,3.76633,3.92958,3.63356,3.47287,3.51541
rplI,3.21597,3.21865,3.25279,2.8615,2.92576,2.74648,3.39757,3.31486,3.35242,3.01879,2.865,2.9036
rplJ,3.98482,3.98833,4.02952,3.50524,3.96345,3.65542,4.19081,4.10602,4.19954,3.90633,3.75671,3.7754
rplK,3.18985,3.1164,3.06851,2.53352,3.04981,2.70413,3.68137,3.45683,3.59308,3.15341,2.94421,2.95269
rplL,3.83543,3.86307,3.93093,3.49862,3.79858,3.68624,3.99707,4.02229,4.01802,3.93293,3.81454,3.71306
rplM,3.22537,3.21865,3.18129,2.83681,3.06114,2.78763,3.38756,3.38228,3.42873,3.23659,3.12557,3.07603
rplN,3.47183,3.41289,3.41579,3.00629,3.39803,3.07221,3.63584,3.58956,3.59143,3.27202,3.04233,2.98284
rplO,4.03069,3.98877,4.00978,3.48077,3.92279,3.50362,4.21277,4.07515,4.27936,3.79927,3.70586,3.73338
rplP,3.45082,3.46658,3.41955,3.00078,3.30669,3.0068,3.85727,3.61891,3.86343,3.3166,3.18119,3.21301
rplQ,3.44649,3.40232,3.42204,2.98833,3.04612,2.8406,3.75225,3.59984,3.74211,3.35679,3.16887,3.25537
rplR,3.43517,3.40736,3.42327,2.8615,3.46348,3.02348,3.64492,3.46557,3.61719,3.21955,3.06895,3.12009
rplS,3.06762,2.83171,2.95383,2.50348,2.35467,2.50403,3.05471,3.06554,3.02929,2.90309,2.76902,2.41025
rplT,3.95216,3.97664,4.02055,3.84101,4.13195,3.77053,3.94785,4.08924,3.96178,3.96365,4.00597,4.15445
rplU,3.04001,2.93884,2.80277,2.60899,2.52554,2.57498,2.89619,2.99656,2.86238,2.83595,2.63708,2.48693
rplV,3.07498,3.04183,3.03657,2.67494,3.02477,2.59405,3.71367,3.40009,3.63971,3.27765,3.01286,2.97409
rplW,3.10735,3.04951,3.05428,2.59712,3.08465,2.50238,3.75062,3.42676,3.68628,3.29633,3.01006,2.98637
rplX,3.40069,3.43901,3.3029,3.15591,3.56673,3.26428,3.61149,3.55512,3.56009,3.47244,3.29055,3.24667
rplY,2.71664,2.54165,2.60316,2.27037,2.04174,2.10975,2.89619,2.8167,2.7002,2.66037,2.52297,2.31706
rpmA,3.17502,2.99121,3.05428,2.65872,2.49369,2.52327,2.94842,3.34177,3.09067,2.88469,2.68842,2.54351
rpmB,3.08935,3.20556,3.19405,2.88538,2.99403,2.88097,3.27315,3.38205,3.32911,3.28772,3.22607,3.25495
rpmC,2.88798,2.88857,2.91176,2.60507,2.91899,2.51695,3.35782,3.22207,3.4217,2.92722,2.79841,2.83792
rpmD,3.14871,3.09179,3.14293,2.56486,3.10775,2.66858,3.35504,3.17401,3.37726,2.96684,2.80252,2.88328
rpmE,3.57741,3.62275,3.62298,3.46786,3.76753,3.74446,3.04393,3.47414,3.20412,3.22233,3.36059,3.33556
rpmF,2.98433,3.09523,3.22049,2.95709,3.19121,2.98945,3.16747,3.10479,3.10896,2.92041,2.80343,2.88918
rpmG,2.50631,2.72274,2.53229,2.42754,2.40611,2.28199,2.7591,2.9326,2.82095,2.78059,2.73432,2.69391
rpmH,2.52743,2.57316,2.68488,2.6816,2.89606,2.74648,2.6956,2.84731,2.71432,2.71504,2.68426,2.67272
rpmI,3.63175,3.64585,3.68271,3.19279,3.3631,3.18855,3.5806,3.71393,3.57336,3.42708,3.56365,3.57075
rpmJ,3.43517,3.43953,3.47455,3.19533,3.28077,3.11722,3.38377,3.23501,3.32368,2.99716,2.96935,3.02269
rpnA,1.11376,0,0.931839,0.868759,1.21523,1.11568,1.34601,1.14422,1.35297,1.50932,1.45029,1.32308
rpnB,1.72408,1.77767,1.99615,2.0748,2.17036,2.19777,2.10301,2.2447,2.15182,2.34643,2.39645,2.29074
rpnC,1.39775,1.48383,0.931839,1.50578,1.14747,1.43956,1.67519,1.48797,1.48892,1.47427,1.56618,1.51014
rpnE,1.32203,1.03432,1.49402,1.24146,1.06713,1.22187,1.49761,1.38542,1.38378,1.30987,1.42936,1.22232
rpoA,4.03487,4.01469,4.02706,3.6533,3.78299,3.52726,4.38876,4.10302,4.32794,3.88849,3.75777,3.80526
rpoB,4.16856,4.12568,4.14147,3.8659,3.75104,3.76074,4.13036,4.04759,4.12304,4.01153,3.92909,3.97267
rpoC,4.2843,4.29102,4.2806,3.84883,3.69733,3.75646,4.09004,3.99582,4.0634,3.90999,3.89776,3.99341
rpoD,4.21899,4.16737,4.14501,3.90714,3.91113,4.01525,4.10843,4.20387,4.17485,4.12763,4.10073,4.19093
rpoE,4.00896,4.01276,4.01393,4.0366,4.06808,3.90478,3.47263,3.49942,3.34727,3.30651,3.41958,3.45953
rpoH,3.80196,3.87252,3.79643,3.49849,4.1496,3.71582,4.08198,4.10262,4.15557,3.84656,3.75245,3.72881
rpoN,3.47416,3.50778,3.51941,3.46867,3.42614,3.45486,3.09809,3.14118,3.2117,3.10666,3.11442,3.17552
rpoS,4.62302,4.58054,4.57163,4.03878,4.72068,4.46976,3.96947,4.04915,4.08824,3.97964,3.83444,3.82789
rpoZ,2.82523,2.87928,2.92364,3.0455,2.87734,2.85764,2.71041,2.9468,2.84423,2.86621,2.87241,2.9394
rppH,2.58526,2.68331,2.56917,2.43197,2.44477,2.47521,2.29723,2.28732,2.27472,2.27899,2.1613,2.06454
rprA,1.11376,1.52816,0,1.1096,0.909259,1.02701,1.11109,1.46931,1.66029,1.38325,1.19303,1.37394
rpsA,4.55525,4.55162,4.55933,4.20437,4.33339,4.38373,4.41943,4.41506,4.51644,4.21592,4.18012,4.23723
rpsB,3.80333,3.79094,3.84821,3.51504,3.44281,3.28132,3.99417,4.04849,4.03792,3.94328,3.87052,3.83392
rpsC,3.43453,3.44874,3.4183,2.9751,3.3234,2.8844,4.01593,3.73242,3.96037,3.48827,3.25966,3.24171
rpsD,3.80632,3.77428,3.81839,3.5082,3.651,3.39489,4.11796,3.80145,4.0271,3.61969,3.46858,3.53018
rpsE,3.78177,3.71794,3.73097,3.20632,3.78359,3.36905,3.95791,3.82063,3.98437,3.61923,3.45596,3.48837
rpsF,3.10463,2.96581,3.02743,2.61864,2.61537,2.53868,3.28345,2.96362,3.05094,2.88716,2.65721,2.65717
rpsH,3.45935,3.36224,3.39385,3.04047,3.52437,3.19327,3.62792,3.4713,3.62014,3.37632,3.2481,3.19624
rpsI,3.39722,3.38451,3.42451,2.89458,3.16911,2.88372,3.63954,3.66392,3.69884,3.34577,3.23354,3.24149
rpsJ,3.00883,3.0444,3.0305,2.6364,3.11295,2.66858,3.72105,3.43448,3.56891,3.35571,3.1221,2.99755
rpsK,3.62686,3.61798,3.61669,3.42175,3.57007,3.32554,3.92124,3.61579,3.82243,3.49632,3.33711,3.38878
rpsL,3.7757,3.69473,3.78259,3.67134,4.13404,3.91439,3.76498,3.78792,3.79319,3.68988,3.54697,3.61214
rpsM,3.542,3.51174,3.55916,3.49736,3.59235,3.4305,3.78938,3.52916,3.70598,3.522,3.38012,3.38256
rpsN,3.543,3.51998,3.57602,3.30396,3.82069,3.43282,3.75256,3.62654,3.70243,3.56315,3.41295,3.48948
rpsO,3.0691,3.1948,3.23024,2.84933,2.75599,2.7842,3.23705,3.3135,3.19227,3.26127,3.07066,2.99026
rpsP,2.96782,2.95333,3.02743,2.42457,2.67479,2.41517,3.0779,2.92665,2.9802,2.81523,2.6937,2.65883
rpsQ,3.14624,3.23385,3.25279,2.84989,3.19975,2.91791,3.71875,3.9213,3.88972,3.52314,3.36147,3.31754
rpsR,2.77286,2.55374,2.61126,2.29518,2.39381,2.24787,2.94189,2.66912,2.85842,2.54612,2.28199,2.32069
rpsS,2.89245,2.8338,2.89954,2.32807,2.6604,2.31868,3.50382,3.18258,3.44037,3.02576,2.78016,2.66214
rpsT,2.45465,2.5655,2.67112,2.60507,2.66599,2.57775,2.58388,2.76003,2.60601,2.66215,2.51863,2.28685
rpsU,2.96027,3.09523,3.15686,2.87546,3.08465,2.94369,2.79001,3.11179,2.9308,2.91943,2.8424,2.66706
rraA,3.34084,3.37442,3.28286,3.10545,3.55397,3.27525,2.90055,3.36396,3.08774,3.15664,3.18214,3.19431
rraB,3.51897,3.63839,3.65169,3.40941,3.42148,3.60647,2.40233,2.91038,2.62004,2.82955,3.03654,2.92883
rrf,2.5942,3.29922,3.11367,1.00567,0.339599,1.72283,3.35681,3.33662,2.88171,1.23756,0.697308,0.728915
rrrD,0.698812,1.14911,0,1.24146,1.32547,1.42011,1.59542,1.60006,1.64426,1.55709,1.46039,1.62278
rrrQ,1.11376,1.03432,0,0.572803,0.759137,0.764983,1.31928,1.28136,1.38378,1.18758,1.19303,1.0247
rsd,2.93481,3.16278,3.16813,3.0725,3.4626,3.23846,2.76308,2.96178,2.79751,2.93927,2.93728,2.96187
rseA,4.37347,4.39945,4.36127,4.2403,4.61765,4.33245,3.88399,3.84651,3.72388,3.71758,3.87982,3.96433
rseB,3.38092,3.35224,3.29133,3.65365,3.4558,3.34936,3.29613,3.02664,3.02455,3.09459,3.23454,3.36036
rseC,2.78726,2.67438,2.62702,2.91771,2.26107,2.27371,2.94971,2.48254,2.43312,2.37602,2.54816,2.57885
rseD,2.17299,2.4144,2.31129,2.12813,2.21652,2.42117,1.65019,2.10211,1.77082,1.85964,2.08072,1.89516
rseP,3.09217,3.13031,3.06851,3.1548,3.14137,3.08873,3.22898,3.0863,3.12867,3.00556,2.989,3.01981
rsfS,1.78514,1.63912,1.66544,1.60493,1.8582,1.59733,2.33339,2.08857,2.29707,1.84435,1.77851,1.64904
rsgA,2.73937,2.67738,2.53229,2.70802,2.98878,2.8684,2.84428,2.87962,2.94245,2.78284,2.67156,2.5718
rsmA,3.16445,3.18283,3.11618,3.25081,3.25636,3.24387,3.01659,3.21253,3.15362,3.20537,3.33684,3.45104
rsmB,2.98792,2.99983,3.0181,3.05748,2.29106,2.75668,2.86595,2.95994,3.00151,3.01302,3.12058,3.21209
rsmC,2.31995,2.25786,2.47034,2.43924,2.67588,2.49742,2.41798,2.5129,2.50624,2.41327,2.40447,2.42329
rsmD,2.12366,2.22526,2.35684,1.7807,1.96521,1.83563,1.96543,2.03499,1.91484,1.89567,1.88818,1.67379
rsmE,2.35199,2.27329,2.44756,2.24179,2.48703,2.40499,2.50162,2.50769,2.45637,2.37372,2.30543,2.2193
rsmF,1.83865,2.05046,2.02802,1.99031,1.80512,1.69204,2.00696,1.93649,2.0228,1.78613,1.8153,1.75411
rsmG,2.02099,2.17124,2.0855,1.71713,1.93638,1.85066,2.03965,1.96785,2.07426,1.90929,1.76387,1.69721
rsmH,3.13366,3.1686,3.2003,3.03429,3.25579,3.15837,2.90914,2.99994,2.99135,3.03489,2.9429,2.94674
rsmI,2.24778,2.28819,2.0855,2.30707,2.04639,2.13348,1.92637,1.97386,2.04929,2.00513,2.06859,2.08369
rsmJ,3.01222,3.06324,2.95746,2.6021,2.44845,2.5264,2.45177,2.75709,2.68262,2.65015,2.71086,2.68384
rsmS,1.32203,1.31481,1.37369,0.964647,0.840653,1.02701,1.34601,0.942663,1.24477,0.896962,0.91899,0.946573
rspA,2.14902,1.6706,1.99615,1.79998,2.20382,2.10567,2.39312,2.51974,2.38842,2.68239,2.85465,2.98402
rspB,1.98658,1.98204,2.02802,1.85869,1.82096,1.81208,2.24162,2.3738,2.14155,2.60867,2.84447,2.87174
rssA,3.06314,3.02066,3.03957,3.34812,3.1212,3.28022,2.97112,3.11223,3.04254,3.08239,3.08274,3.01398
rssB,3.78091,3.76019,3.79485,3.77685,4.00074,3.95297,3.27498,3.40631,3.30979,3.43484,3.5051,3.52917
rstA,2.56683,2.5881,2.4357,2.30903,2.27496,2.15962,2.46773,2.43981,2.39135,2.46002,2.32631,2.24372
rstB,2.50086,2.52922,2.32701,2.33178,1.87225,1.84321,2.10753,1.91653,1.87832,1.85206,1.88066,1.83865
rsuA,2.43597,2.50323,2.52256,2.55171,2.76493,2.51215,2.86044,2.89348,2.86337,2.77606,2.74997,2.71991
rsxA,1.81272,1.6706,1.58813,1.64264,2.26668,1.94929,2.47549,2.49169,2.5765,2.42365,2.23598,2.08988
rsxB,1.81272,1.82271,1.58813,1.5414,2.15621,1.85066,2.64787,2.5364,2.73201,2.41011,2.18827,2.14743
rsxC,1.90829,1.75328,1.88352,1.86953,1.88586,1.67022,2.6956,2.42316,2.58407,2.36325,2.10853,2.09902
rsxD,1.61259,1.72743,1.37369,1.76053,1.69562,1.70254,2.20734,1.98563,2.22623,1.96577,1.8368,1.73363
rsxE,1.56801,1.56838,0.931839,1.28472,1.82096,1.42011,1.73204,1.58571,1.61032,1.57192,1.49859,1.56498
rsxG,1.23026,1.14911,1.49402,1.45323,1.56315,1.3559,1.79168,1.38542,1.74571,1.54175,1.45029,1.46066
rtcA,2.55731,2.54974,2.4357,2.62994,2.64318,2.65257,2.47741,2.43156,2.55499,2.28184,2.35903,2.24372
rtcB,2.87428,2.80358,2.96106,2.72103,3.19352,3.11961,2.4538,2.56486,2.54485,2.56651,2.5901,2.56773
rtcR,1.78514,1.72743,2.05771,1.86953,1.82867,1.9609,1.62367,1.3098,1.35297,1.32299,1.43995,1.68174
rutA,1.72408,1.48383,1.96175,0.868759,1.32547,1.3322,1.37118,1.38542,1.55385,1.62015,1.65118,1.68954
rutD,1.39775,1.48383,1.49402,0.919344,1.06713,1.02701,1.15348,1.10191,0.424392,0.960958,1.06505,1.22232
rutG,2.303,2.38023,1.99615,2.16219,2.06006,1.99925,1.94634,1.93649,2.12026,1.99148,2.06612,2.11383
rutR,2.4607,2.4144,2.62702,2.33546,2.34314,2.46277,2.08448,2.32347,2.19062,2.3415,2.29968,2.2946
ruvA,2.49535,2.48963,2.53229,2.49847,2.74409,2.58325,2.73332,2.68566,2.81217,2.74147,2.64953,2.59836
ruvB,2.74253,2.69781,2.61126,2.88175,3.12778,2.97473,3.09671,3.06843,3.16064,3.00877,2.91438,2.83682
ruvC,2.40292,2.4144,2.41097,2.4576,2.4887,2.29545,2.62938,2.61126,2.68856,2.50732,2.53992,2.59836
ruvX,1.75568,1.95134,1.9244,2.04006,1.9596,1.76974,2.31429,2.23172,2.44101,2.0534,1.91702,1.87545
rzoD,1.75568,1.48383,0.931839,1.60493,1.70587,1.70254,1.80087,2.08857,1.9946,1.87803,1.9633,1.82187
rzpQ,0,0,0,0.66769,0.759137,0.974806,1.2908,0.554821,0.424392,1.01672,1.15441,0.79437
sad,1.78514,1.72743,1.96175,1.96527,2.04174,2.0147,2.23831,2.02978,2.25115,2.17979,2.23262,2.13375
sanA,1.8863,2.02437,1.49402,2.00623,2.18741,2.058,1.86814,1.9914,1.78285,1.88517,1.82833,1.75411
sapA,3.29405,3.26429,3.27073,2.9478,3.17327,3.17999,2.58088,2.91724,2.79173,2.87282,2.9893,3.04441
sapB,3.19873,3.11531,3.09564,2.67995,3.09923,3.10424,2.20376,2.51974,2.25915,2.52309,2.65466,2.86197
sapC,3.01558,2.92385,2.82294,2.46987,2.76049,2.83908,1.86028,2.1109,2.04929,2.1222,2.24262,2.39069
sapD,3.00369,2.97645,2.98206,2.77083,2.72512,2.96178,1.94634,2.05027,2.04282,2.27756,2.44457,2.60405
sapF,2.78726,2.67136,2.65691,2.58492,2.45573,2.66633,1.81869,1.94295,1.71906,2.03373,2.23598,2.37661
satP,2.77578,2.84001,3.01176,2.49721,2.55088,2.49575,2.58088,2.72443,2.64027,2.57528,2.54897,2.57484
sbcB,2.5621,2.58441,2.63469,2.30117,2.17382,2.37515,2.08919,2.00827,2.06195,2.0534,1.98172,1.89032
sbcC,2.1957,2.19001,2.26041,2.17563,1.9423,1.9722,1.93313,1.78188,1.74571,1.82035,1.71117,1.93649
sbcD,1.61259,1.72743,1.78803,1.34246,1.65198,1.49318,1.53272,1.57087,1.55385,1.60691,1.39594,1.54387
sbmA,2.3442,2.36208,2.34218,2.56809,2.51308,2.53105,2.39775,2.4146,2.49024,2.47485,2.55463,2.53697
sbmC,3.2396,3.13346,3.03657,3.83077,3.66693,3.91547,2.94842,3.43344,3.19273,3.78857,3.79521,3.76101
sbp,1.46221,1.88255,1.37369,1.86414,1.95391,1.91884,3.24136,3.09632,3.17289,2.93487,2.73005,2.55526
scpA,1.32203,1.14911,1.37369,1.37709,1.27384,1.25219,1.74256,1.44981,1.154,1.46505,1.33381,1.59484
scpB,0.954067,1.03432,1.66544,1.2181,0.909259,1.18928,1.15348,1.00247,0.967783,1.36014,1.29176,1.12055
scpC,1.23026,1.14911,1.37369,1.36012,1.24552,0.664228,1.47894,1.14422,1.35297,1.34811,1.22849,1.32308
sdaA,4.1675,4.18416,4.13719,3.82279,4.52502,4.39532,3.947,4.06224,4.03308,4.00515,4.00506,4.06158
sdaB,2.27626,2.26564,2.35684,1.96954,2.10274,2.058,2.25461,2.30438,2.31135,2.25548,2.23262,2.33141
sdaC,2.91202,2.86979,2.85154,2.37399,2.52245,2.4907,2.26722,2.39918,2.2176,2.42773,2.41011,2.45095
sdhA,3.43961,3.52848,3.4886,2.99239,2.83429,2.92667,3.27223,3.58285,3.48239,3.68294,3.7954,3.90561
sdhB,2.80666,2.90303,2.85154,2.52413,2.40813,2.49239,2.78908,3.01486,2.92399,3.20707,3.36621,3.47666
sdhC,3.33846,3.32486,3.35075,2.8615,3.21413,3.11921,2.83765,3.21253,3.05349,3.46653,3.54803,3.60786
sdhD,2.83039,2.85016,2.86962,2.39366,2.3725,2.39033,2.53642,2.88697,2.68262,3.06867,3.18779,3.27389
sdhE,1.92922,1.86351,1.9244,2.29918,2.10274,2.23588,2.05002,2.01375,2.08622,2.12015,2.11521,2.0774
sdiA,2.96594,3.09179,2.99219,3.25303,3.315,3.43263,3.01603,3.23534,3.10219,3.29398,3.37016,3.33991
secA,3.16682,3.15588,3.12117,2.75229,2.74594,2.7842,2.83006,2.83843,2.88547,2.71869,2.74013,2.74103
secB,3.58016,3.68309,3.66465,3.47642,3.43607,3.51831,3.21202,3.42126,3.27302,3.39303,3.52499,3.58269
secD,2.93882,2.98976,3.08499,2.63364,2.93363,2.66633,3.26039,2.97981,3.17578,2.82019,2.72028,2.72279
secE,3.6504,3.66348,3.67029,3.55769,3.63876,3.63298,3.30959,3.4509,3.36409,3.32492,3.42046,3.42765
secF,3.29931,3.32486,3.36513,2.9976,3.13122,3.04287,3.24758,3.17589,3.22988,3.04848,3.0405,3.13808
secG,2.91202,3.03401,2.93521,2.72178,3.11413,2.85909,3.0491,3.02346,2.98915,2.82388,2.60179,2.60027
secM,2.35199,2.485,2.29498,2.21362,2.44845,2.35482,2.13366,2.21833,2.18124,2.22092,2.14303,2.11961
secY,4.40826,4.38977,4.42731,4.12256,4.26897,4.12422,4.40801,4.2627,4.40483,4.11053,4.01472,4.10475
selA,2.61575,2.55374,2.64222,2.30707,2.03704,2.08032,2.61844,2.64563,2.72257,2.55982,2.50623,2.48322
selB,2.58975,2.61652,2.64222,2.27671,1.91185,1.91884,2.45177,2.50242,2.53446,2.33021,2.35777,2.3453
selD,2.9428,2.9941,2.96818,2.84482,2.53164,2.73986,2.62803,2.55558,2.61308,2.68689,2.69312,2.74784
selO,2.74566,2.7711,2.83748,3.01938,2.85491,2.93344,3.16196,3.24376,3.23661,3.16732,3.20376,3.20695
seqA,2.80666,2.91008,2.92753,2.53583,3.05574,2.88712,2.71264,2.69822,2.60779,2.66097,2.57273,2.55737
serA,2.92666,3.01106,2.86067,2.60111,2.77456,2.75851,2.92102,2.95311,2.95937,2.79695,2.69077,2.65466
serB,2.42305,2.38612,2.34218,2.19882,2.42587,2.29809,2.62258,2.43156,2.59334,2.36793,2.25079,2.29074
serC,3.24753,3.31808,3.34929,3.1159,3.33498,3.21294,2.94906,3.11092,3.08181,3.0206,2.98811,2.99103
serS,3.78149,3.76044,3.73582,3.34022,3.56798,3.54508,3.43798,3.40542,3.47474,3.27187,3.20484,3.224
setA,2.32818,2.33004,2.13626,2.3569,2.19405,2.37515,2.26096,2.27854,2.14155,2.19393,2.21012,2.09902
setB,1.11376,1.48383,0,1.37709,1.37161,1.30714,1.60977,1.58571,1.67574,1.45563,1.54205,1.54387
setC,1.39775,1.75328,0,1.40917,1.24552,1.30714,1.34601,1.42939,1.53326,1.57192,1.37215,1.32308
sfmD,1.75568,1.93514,2.0855,1.88011,1.93038,1.82792,2.30585,2.15632,2.28229,2.29583,2.09253,2.0774
sfmF,0.698812,0,0,0.66769,0.658701,0.974806,1.06413,1.18277,1.20175,1.36014,1.24519,0.946573
sfsA,3.48339,3.3708,3.37075,3.8004,3.74893,4.047,2.56395,3.20172,2.92656,3.50754,3.5205,3.52557
sfsB,1.23026,1.14911,0.931839,1.50578,1.21523,1.30714,1.78229,1.85831,1.88774,1.8922,1.78801,1.47357
sgbU,1.23026,0.877846,1.37369,0.919344,0.527821,1.0736,1.11109,0.688563,0.882412,0.77883,0.843317,0.901517
sgcA,2.03723,1.99661,1.83839,2.33362,2.10678,2.35942,1.39498,1.46931,1.66029,1.51766,1.66386,1.69721
sgcB,2.09671,1.82271,1.49402,2.52413,2.45573,2.68833,1.19209,0.942663,0.634881,1.45563,1.52518,1.65744
sgcC,2.84552,2.61994,2.75363,3.15839,3.00333,3.25883,1.90544,1.73278,1.90599,1.94467,2.13254,2.26066
sgcE,2.31995,2.1311,1.99615,2.54043,2.55233,2.6572,1.81869,2.04524,1.90599,2.23854,2.27286,2.33317
sgcQ,2.75796,2.61652,2.6916,3.09379,2.79319,3.07132,1.7727,1.57087,1.71906,1.80358,1.95699,2.05465
sgcR,1.75568,1.82271,1.20669,2.30903,2.28309,2.30593,1.63713,1.85831,1.80595,1.99424,2.00796,2.07422
sgcX,2.61994,2.57316,2.64222,2.97088,3.29848,3.19993,2.20015,2.08857,2.09787,2.13832,2.1613,2.19824
sgrR,2.31995,2.18073,2.26041,2.20874,2.1341,2.23283,2.21442,2.3208,2.2471,2.33902,2.35903,2.43596
sgrT,1.32203,1.23981,1.49402,1.81844,1.48634,1.74221,1.19209,2.04015,1.5923,1.94775,2.07591,1.79843
shiA,2.52743,2.62671,2.47034,2.54384,2.051,2.19777,2.48875,2.51117,2.38842,2.50392,2.44766,2.3637
