group,names,scores,logfoldchanges,pvals,pvals_adj
2,LAMA3,0.3305899,0.0043693804,0.7409542788122545,0.9999437191164053
2,TNK1,0.33058876,0.15416533,0.7409551331105195,0.9999437191164053
2,CASC21,0.330366,0.8947164,0.7411234360962209,0.9999437191164053
2,GAREM2,0.33006293,3.3123822,0.7413524163899531,0.9999437191164053
2,CTC-499B15.5,0.3299883,2.9146204,0.7414088105751748,0.9999437191164053
2,RP11-456H18.2,0.32961285,0.6566859,0.7416925114765097,0.9999437191164053
2,AP000692.10,0.32955405,0.7064997,0.7417369497385868,0.9999437191164053
2,ANKRD7,0.32871497,1.0859598,0.7423711433058695,0.9999437191164053
2,AC114271.2,0.32868555,0.24628088,0.7423933688968084,0.9999437191164053
2,EAF1,0.3285951,-0.06743165,0.7424617566775853,0.9999437191164053
2,P2RY2,0.32854986,-0.02016761,0.7424959513303799,0.9999437191164053
2,RP11-126L15.4,0.3284119,0.9680023,0.7426002481598339,0.9999437191164053
2,RP11-93K22.13,0.32772774,1.0752145,0.7431175276357598,0.9999437191164053
2,ZMIZ1,0.32736474,-0.09888463,0.7433920321241284,0.9999437191164053
2,SERTAD2,0.3270956,-0.097838804,0.7435955798784232,0.9999437191164053
2,MRPL53,0.32664666,-0.032544047,0.743935151086601,0.9999437191164053
2,PI4KA,0.32638997,0.05529307,0.7441293363513437,0.9999437191164053
2,NKD1,0.32608125,1.4923011,0.7443628934831333,0.9999437191164053
2,NCDN,0.3259772,-0.06255044,0.7444416066790189,0.9999437191164053
2,TPRXL,0.3259772,1.1939927,0.7444416066790189,0.9999437191164053
2,LBX2-AS1,0.32579288,2.899788,0.744581072482479,0.9999437191164053
2,AGPAT1,0.325699,-0.080845006,0.744652092030361,0.9999437191164053
2,TMEM221,0.32557687,0.16127607,0.7447445062587525,0.9999437191164053
2,FEM1C,0.32535636,0.0011978077,0.744911374588745,0.9999437191164053
2,SLC22A1,0.32534507,-0.04208484,0.744919932261793,0.9999437191164053
2,AP3M1,0.32461452,-0.09036626,0.7454728246094066,0.9999437191164053
2,C11orf95,0.3246134,0.16903232,0.7454736805816309,0.9999437191164053
2,ULK4,0.32428658,0.03593456,0.745721069717699,0.9999437191164053
2,RP11-334G22.1,0.32424024,1.6717734,0.7457561685706457,0.9999437191164053
2,MMP19,0.32385686,0.8776132,0.7460463963711745,0.9999437191164053
2,ZNF575,0.3235278,0.028383633,0.7462955587137776,0.9999437191164053
2,EWSAT1,0.32337514,1.9106873,0.7464111585009567,0.9999437191164053
2,DYRK3,0.3229601,0.8430085,0.7467254475018973,0.9999437191164053
2,PHC1,0.3226955,0.07405999,0.7469258608509808,0.9999437191164053
2,TAB2,0.3225304,-0.09347599,0.7470509137483488,0.9999437191164053
2,YWHAG,0.321602,-0.019644309,0.7477542460888011,0.9999437191164053
2,WTIP,0.3215364,0.50938857,0.7478039413412336,0.9999437191164053
2,RP11-152N13.16,0.32099357,1.537583,0.7482152526048921,0.9999437191164053
2,TBC1D2B,0.32095852,0.046526216,0.7482418189223702,0.9999437191164053
2,SOX18,0.3207222,1.261207,0.7484209351203817,0.9999437191164053
2,RGS5,0.31969312,0.40191647,0.749200977189802,0.9999437191164053
2,RP11-109N23.4,0.31962752,0.85159236,0.7492507028654479,0.9999437191164053
2,SETMAR,0.31932673,0.15144573,0.7494787684527215,0.9999437191164053
2,RP11-122M14.1,0.31911185,1.8556856,0.7496416858576533,0.9999437191164053
2,HIF3A,0.31909716,1.0160056,0.7496528332463703,0.9999437191164053
2,SPG7,0.31900558,-0.082358874,0.7497222912308867,0.9999437191164053
2,GBA2,0.31893885,-0.035638306,0.7497728853614308,0.9999437191164053
2,TCEA3,0.3189185,0.85274935,0.7497883210732301,0.9999437191164053
2,AC108488.4,0.318629,0.33990026,0.7500078620405439,0.9999437191164053
2,RGS16,0.31848198,-0.027936155,0.7501193554422811,0.9999437191164053
2,EPHB3,0.31809637,0.62610155,0.7504118360113574,0.9999437191164053
