"",bulk,single-cell
nanm,0.005420,0.055
nans,0.001023,0.066
nany,0.000769,0.007
napa,0.000108,0.042
napb,0.000107,0.054
napc,0.000271,0.019
napd,0.000000,0.027
napf,0.000097,0.017
naph,0.000080,0.021
narq,0.000364,0.007
naru,0.003184,0.067
narx,0.001081,0.090
narz,0.001921,0.077
ndh,0.001902,0.008
ndk,0.002278,0.026
nepi,0.000185,0.028
nfo,0.000518,0.003
nfra,0.000968,0.056
nfsb,0.003766,0.019
nhab,0.000229,0.064
nimr,0.000461,0.074
nirb,0.000138,0.008
nlpa,0.001191,0.046
nlpd,0.049323,0.107
nlpe,0.002404,0.007
nlpi,0.015133,0.061
nrdb,0.003160,0.016
nrdd,0.007743,0.020
nrde,0.000945,0.022
nrdf,0.000566,0.011
nrdg,0.001158,0.036
nrfb,0.000716,0.013
nudb,0.003191,0.053
nudj,0.000257,0.010
nudk,0.000089,0.041
nuob,0.003436,0.036
nuoc,0.001498,0.040
nuof,0.001729,0.021
nuoj,0.002411,0.007
nuom,0.004313,0.048
nupg,0.018168,0.011
nupx,0.000063,0.126
nusa,0.009081,0.026
obge,0.047936,0.040
ompa,0.109920,0.057
ompc,0.021759,0.105
ompf,0.003582,0.109
ompg,0.000064,0.008
ompl,0.000010,0.048
ompn,0.000176,0.070
ompt,0.000958,0.066
ompw,0.000785,0.006
ompx,0.220920,0.004
opgb,0.001411,0.033
opgc,0.000217,0.086
opgd,0.001048,0.008
opge,0.000267,0.061
opgg,0.006383,0.012
opgh,0.006980,0.006
osmb,0.031775,0.017
osmf,0.017048,0.082
osmy,0.115366,0.062
otsa,0.020549,0.104
otsb,0.014899,0.050
oxc,0.000124,0.106
oxyr,0.003286,0.004
paaj,0.001173,0.008
paaz,0.000070,0.045
paea,0.001362,0.087
panc,0.003989,0.021
paoa,0.001047,0.010
paob,0.001041,0.008
paoc,0.001461,0.022
paod,0.000901,0.007
parc,0.001567,0.007
pata,0.072623,0.048
patd,0.001584,0.011
pbpc,0.000186,0.009
pbpg,0.003039,0.069
