"",bulk,single-cell
rplf,1.247621,0.690
rpli,0.423720,0.409
rplj,2.482198,1.092
rplk,0.814089,0.063
rpll,2.304089,2.117
rplm,0.454716,0.023
rpln,0.886907,0.731
rplo,3.005001,1.835
rplp,1.296727,0.020
rplq,1.139613,0.706
rplr,0.943492,0.520
rpls,0.255905,0.230
rplt,2.184400,0.986
rplu,0.206538,0.082
rplv,1.082423,0.219
rplw,1.301788,0.837
rplx,1.005718,0.490
rply,0.191420,0.006
rpma,0.366746,0.190
rpmb,0.680977,0.002
rpmc,0.939006,0.830
rpmd,0.958623,0.452
rpme,0.578513,0.007
rpmf,0.650498,0.165
rpmg,0.290774,0.186
rpmh,0.308230,0.026
rpmi,1.688146,0.077
rpmj,1.550313,0.028
rpna,0.001594,0.051
rpnb,0.010984,0.032
rpnc,0.003044,0.036
rpne,0.002098,0.041
rpoa,1.779495,1.469
rpob,0.250813,0.451
rpoc,0.213630,0.447
rpod,0.596230,0.824
rpoe,0.379822,0.316
rpoh,1.192208,0.760
rpon,0.070735,0.073
rpos,0.820345,0.334
rpoz,0.171395,0.097
rpph,0.027437,0.067
rpsa,1.332888,1.964
rpsb,1.148265,0.197
rpsc,1.057725,0.312
rpsd,1.488541,1.050
rpse,1.399802,1.047
rpsf,0.307880,0.153
rpsh,0.817322,0.351
rpsi,0.911536,0.018
rpsj,1.159299,0.007
rpsk,1.496805,1.016
rpsl,1.302195,1.342
rpsm,1.226643,0.095
rpsn,1.406006,0.762
rpso,0.530986,0.004
rpsp,0.339250,0.009
rpsq,2.029326,0.518
rpsr,0.273982,0.077
rpss,0.789380,0.116
rpst,0.124492,0.001
rpsu,0.290351,0.064
rraa,0.185857,0.187
rrab,0.068762,0.035
rrrd,0.005365,0.037
rrrq,0.002639,0.030
rsd,0.106894,0.143
rsea,0.865647,0.071
rseb,0.129373,0.221
rsec,0.102792,0.001
rsep,0.084401,0.125
rsfs,0.047906,0.001
rsma,0.115150,0.054
rsmb,0.048223,0.015
rsmc,0.020575,0.019
rsmd,0.012061,0.017
rsme,0.032350,0.057
rsmf,0.004880,0.031
rsmg,0.012976,0.034
rsmh,0.069625,0.001
rsmi,0.007121,0.002
rspa,0.015110,0.046
rspb,0.012526,0.080
rspr,0.037852,0.036
rssa,0.087654,0.222
rssb,0.156212,0.149
rsta,0.029807,0.036
rstb,0.005079,0.028
rsua,0.078998,0.081
rsxa,0.041371,0.044
rsxb,0.057608,0.001
rsxc,0.014131,0.053
rsxd,0.010368,0.002
rsxe,0.004853,0.005
rtca,0.022337,0.002
rtcb,0.019032,0.095
rtcr,0.001372,0.001
rusa,0.002950,0.002
ruta,0.001622,0.021
rutb,0.000654,0.000
rutc,0.000456,0.002
rute,0.000592,0.003
rutf,0.001211,0.011
rutg,0.005004,0.004
rutr,0.016295,0.019
ruva,0.069560,0.066
ruvb,0.097001,0.150
ruvc,0.060619,0.001
rzpq,0.001464,0.018
sad,0.008439,0.002
sana,0.007421,0.026
sapa,0.023137,0.006
sapb,0.014353,0.013
sapc,0.006651,0.001
sapd,0.006593,0.015
sapf,0.005907,0.009
satp,0.056007,0.024
sbcb,0.005862,0.021
sbcc,0.001440,0.022
sbcd,0.002032,0.031
sbma,0.016000,0.036
sbmc,0.218579,0.451
sbp,0.124137,0.266
scpa,0.001159,0.007
scpb,0.001055,0.041
scpc,0.001175,0.013
sdaa,0.564337,0.356
sdab,0.010412,0.018
sdac,0.010708,0.044
sdha,0.105640,0.004
sdhb,0.078860,0.071
sdhc,0.181633,0.264
sdhd,0.097532,0.004
sdhe,0.031735,0.016
sdia,0.127241,0.372
seca,0.019004,0.071
secb,0.315530,0.091
secd,0.064884,0.166
secf,0.133345,0.085
secg,0.249845,0.194
secm,0.021445,0.021
secy,1.473181,0.712
sela,0.023357,0.022
selb,0.011460,0.002
seld,0.028932,0.007
selo,0.081790,0.093
selu,0.006317,0.007
seqa,0.067631,0.026
sera,0.052887,0.147
serb,0.029844,0.005
serc,0.071188,0.171
sers,0.163179,0.081
serv,0.192164,0.001
seta,0.010626,0.038
setb,0.002608,0.015
setc,0.001441,0.014
sfmd,0.005003,0.022
sfmf,0.001537,0.045
sfsa,0.073572,0.466
sfsb,0.017535,0.001
sgbu,0.000786,0.027
sgca,0.005048,0.004
sgcb,0.002366,0.022
sgcc,0.004141,0.026
sgce,0.008903,0.015
sgcq,0.004677,0.012
sgcr,0.004797,0.028
sgcx,0.009707,0.013
sgrr,0.007519,0.014
sgrt,0.020788,0.102
shia,0.016504,0.063
sieb,0.004741,0.033
sixa,0.516690,0.043
skp,0.254761,0.003
slma,0.011893,0.031
slp,0.003757,0.033
slya,0.174662,0.140
slyb,0.865376,0.567
slyd,0.252061,0.068
slyx,0.056423,0.013
smg,0.218315,0.365
smpb,0.034300,0.013
smra,0.032051,0.003
smrb,0.029919,0.003
soda,0.351507,0.076
sodb,0.052449,0.136
sodc,0.182597,0.008
sohb,0.024832,0.075
sola,0.020978,0.001
soxr,0.180483,0.044
soxs,0.205940,0.060
spea,0.275322,0.466
speb,0.093132,0.065
spec,0.012451,0.059
sped,0.005712,0.036
spee,0.023071,0.019
spef,0.001576,0.033
speg,0.040809,0.111
spot,0.040158,0.277
sppa,0.010577,0.020
spy,0.047154,0.035
sra,1.112023,0.187
srka,0.030566,0.118
srlb,0.002007,0.001
srld,0.006195,0.006
srle,0.009746,0.019
srlr,0.010908,0.027
srmb,0.062848,0.032
ssea,0.138441,0.182
sseb,0.031938,0.111
ssna,0.000859,0.012
sspa,0.264273,0.003
sspb,0.198268,0.007
sstt,0.088117,0.082
ssua,0.000909,0.005
ssub,0.004024,0.009
ssuc,0.001279,0.006
ssud,0.001637,0.000
ssue,0.000676,0.006
stfq,0.003893,0.047
stfr,0.003358,0.031
stha,0.015997,0.055
stpa,0.006917,0.016
suca,0.019933,0.004
succ,0.028859,0.014
sucd,0.033352,0.000
sufa,0.140692,0.145
sufb,0.093643,0.134
sufc,0.070017,0.059
sufe,0.015923,0.011
sufs,0.036437,0.053
suhb,0.022431,0.065
sula,0.276580,0.391
sura,0.102192,0.135
sutr,0.013977,0.012
sxy,0.019543,0.001
syd,0.012347,0.050
taba,0.026757,0.054
tada,0.052543,0.007
tam,0.201061,0.002
tama,0.017664,0.081
tamb,0.012193,0.041
tap,0.161492,0.029
tapt,0.006004,0.004
tar,0.269832,0.188
tas,0.192802,0.076
tata,0.071377,0.056
tatb,0.048689,0.006
tatc,0.019882,0.022
tatd,0.008875,0.000
tate,0.086659,0.005
taua,0.004386,0.001
tauc,0.004178,0.021
taud,0.006055,0.019
tcda,0.022371,0.004
tcyj,0.553137,0.583
tcyl,0.123399,0.145
tcyn,0.130724,0.157
tcyp,0.315154,0.571
tdca,0.001093,0.032
tdcb,0.002437,0.032
tdcc,0.004831,0.027
tdcd,0.003972,0.011
tdce,0.004547,0.035
tdcf,0.006597,0.000
tdcg,0.002827,0.052
tdcr,0.000000,0.012
tdh,0.159587,0.095
tdk,0.008740,0.031
teha,0.032359,0.014
tehb,0.024828,0.062
tesa,0.015547,0.012
tesb,0.081678,0.029
tetr,1.422132,3.523
tgt,0.036995,0.105
thic,0.071750,0.006
thid,0.010225,0.001
thif,0.031596,0.001
thig,0.033143,0.001
thih,0.019976,0.003
thii,0.021926,0.060
thik,0.030524,0.014
thil,0.006857,0.043
thim,0.006301,0.004
thip,0.002567,0.000
thiq,0.002080,0.001
this,0.019039,0.003
thra,0.138969,0.080
thrb,0.063437,0.003
thrc,0.049580,0.021
thrs,0.503545,0.833
thya,0.026459,0.029
tig,0.160429,0.378
tils,0.026060,0.009
tisb,2.228523,1.227
tkta,0.097144,0.034
tldd,0.171641,0.155
tlde,0.055784,0.038
tmar,0.202141,0.065
tmca,0.020734,0.010
tmk,0.038624,0.055
tmrna,11.345003,34.329
tnaa,0.002109,0.007
tnab,0.001708,0.016
tnac,0.000000,0.000
tola,0.094210,0.117
tolb,0.290538,0.155
tolc,0.157071,0.289
tolq,0.092163,0.184
tolr,0.070070,0.024
tomb,0.345522,0.090
tonb,0.086366,0.062
topa,0.139443,0.271
topai,0.000981,0.014
topb,0.010364,0.001
tora,0.003625,0.032
torc,0.001375,0.026
tord,0.005678,0.001
tori,0.018514,0.021
torr,0.007964,0.014
tors,0.004596,0.045
tort,0.004955,0.026
tory,0.010212,0.046
torz,0.015074,0.043
tpia,0.205901,0.108
tpr,0.097480,0.004
tqsa,0.027303,0.033
traj,0.013332,0.159
traq,0.008239,0.189
tray,0.004190,1.560
trea,0.029385,0.092
treb,0.002685,0.008
trec,0.000855,0.003
tref,0.024361,0.009
trer,0.007874,0.023
trg,0.046399,0.077
trho,0.009116,0.037
trhp,0.160285,0.062
trka,0.053906,0.080
trkg,0.011991,0.059
trkh,0.031955,0.052
trma,0.121866,0.114
trmb,0.127488,0.145
trmd,0.691987,0.118
trmh,0.003045,0.000
trmj,0.038907,0.010
trml,0.004851,0.003
trpa,0.018057,0.140
trpb,0.020084,0.001
trpc,0.022716,0.011
trpd,0.003751,0.002
trpe,0.000720,0.003
trpr,0.010817,0.001
trps,0.049922,0.048
trua,0.051588,0.076
trub,0.155929,0.137
truc,0.010231,0.015
trud,0.030105,0.046
trxa,0.314351,0.275
trxb,0.030533,0.002
trxc,0.039284,0.052
tsab,0.008714,0.006
tsac,0.106121,0.026
tsad,0.081023,0.014
tsae,0.112128,0.038
tsf,0.395502,0.020
tsga,0.008634,0.003
tsr,0.383988,0.182
tsua,0.546339,0.381
tsub,0.654824,0.173
tsx,0.020001,0.033
ttca,0.054971,0.054
ttda,0.001586,0.014
ttdb,0.001600,0.003
ttdr,0.000840,0.005
ttdt,0.001080,0.001
tus,0.015389,0.039
tusa,0.017737,0.024
tusb,0.048568,0.000
tusc,0.015996,0.007
tusd,0.025081,0.000
tuse,0.009190,0.023
tyna,0.001508,0.037
tyra,0.044214,0.038
tyrb,0.020054,0.023
tyrp,0.014905,0.064
tyrr,0.161077,0.283
tyrs,0.092744,0.084
uact,0.000419,0.017
ubia,0.072805,0.091
ubib,0.018670,0.094
ubic,0.058934,0.005
ubid,0.063915,0.149
ubie,0.084304,0.026
ubif,0.150443,0.063
ubig,0.039370,0.011
ubih,0.023638,0.007
ubii,0.011707,0.041
ubij,0.074276,0.000
ubik,0.059543,0.012
ubit,0.069367,0.034
ubiu,0.003225,0.003
ubiv,0.003174,0.002
ubix,0.011089,0.013
ucpa,0.101631,0.002
udk,0.010536,0.009
udp,0.115297,0.019
ugd,0.015081,0.051
ugpa,0.008351,0.006
ugpb,0.134058,0.154
ugpc,0.016063,0.000
ugpe,0.003976,0.000
ugpq,0.024675,0.019
uhpa,0.027080,0.017
uhpb,0.012916,0.001
uhpc,0.005265,0.007
uhpt,0.006899,0.019
uida,0.005998,0.184
uidb,0.002345,0.009
uidc,0.015766,0.037
uidr,0.059252,0.033
ulaa,0.001238,0.013
ulab,0.001893,0.003
ulac,0.004056,0.000
ulad,0.002698,0.001
ulae,0.004450,0.016
ulaf,0.006650,0.022
ulag,0.002380,0.012
ular,0.012176,0.038
umpg,0.116093,0.040
umph,0.046012,0.001
umuc,0.096011,0.157
umud,0.108534,0.106
ung,0.015756,0.000
upp,0.031985,0.006
uraa,0.002669,0.035
usha,0.050983,0.137
uspa,0.125888,0.066
uspb,0.186262,0.258
uspc,0.005337,0.083
uspd,0.117293,0.110
uspf,0.305526,0.247
uspg,0.275450,0.056
uup,0.018927,0.033
uvra,0.110573,0.353
uvrb,0.276002,0.398
uvrc,0.027513,0.072
uvrd,0.046802,0.011
uvry,0.073523,0.108
uxaa,0.035645,0.000
uxab,0.029112,0.058
uxac,0.036116,0.076
uxua,0.237840,0.149
uxub,0.221105,0.033
uxur,0.176150,0.109
vals,0.111077,0.354
ves,0.088041,0.062
viaa,0.009271,0.009
vsr,0.013934,0.010
waaa,0.043752,0.020
waab,0.008862,0.051
waac,0.008305,0.026
waaf,0.013953,0.010
waag,0.016753,0.048
waah,0.006900,0.032
waaj,0.005642,0.035
waal,0.000378,0.039
waao,0.003848,0.060
waap,0.007472,0.065
waaq,0.022499,0.056
waas,0.002157,0.000
waau,0.002873,0.009
waay,0.003693,0.021
waaz,0.003521,0.033
wbbi,0.024522,0.142
wbbj,0.029327,0.062
wbbk,0.017788,0.054
wcaa,0.001022,0.007
wcab,0.001064,0.002
wcac,0.001507,0.020
wcad,0.002935,0.027
wcae,0.003230,0.048
wcaf,0.002191,0.011
wcai,0.001449,0.053
wcaj,0.001668,0.027
wcak,0.001576,0.018
wcal,0.003297,0.012
wcam,0.001845,0.030
wecb,0.018388,0.029
wecc,0.013894,0.042
wece,0.023735,0.032
wech,0.007488,0.025
wrba,0.485409,0.025
wza,0.000433,0.029
wzb,0.000903,0.000
wzc,0.001818,0.027
wzxc,0.001623,0.020
wzxe,0.046953,0.026
wzye,0.030435,0.028
wzzb,0.166524,0.323
wzze,0.037697,0.001
xanp,0.001520,0.000
xanq,0.003035,0.024
xapa,0.005317,0.028
xapb,0.005355,0.034
xapr,0.047237,0.030
xdha,0.003575,0.045
xdhb,0.002002,0.015
xdhc,0.003126,0.007
xdhd,0.005564,0.039
xerc,0.015695,0.022
xerd,0.031499,0.033
xisr,0.002369,0.005
xsea,0.026838,0.009
xseb,0.028969,0.000
xtha,0.032058,0.033
xyla,0.030563,0.043
xylb,0.033751,0.016
xyle,0.017296,0.022
xylf,0.002806,0.034
xylg,0.001688,0.028
xylh,0.006008,0.008
xylr,0.003438,0.032
xynr,0.027674,0.002
yaaa,0.010637,0.057
yaai,0.000976,0.014
yaaj,0.013308,0.049
yaau,0.001647,0.031
yaax,0.005980,0.001
yaay,0.019972,0.000
yabi,0.091885,0.052
yabp,0.011096,0.137
yacc,0.033777,0.000
yacg,0.055362,0.000
yach,0.001760,0.009
yacl,0.051822,0.003
yadc,0.022128,0.061
yade,0.026371,0.049
yadg,0.063318,0.126
yadh,0.064082,0.045
yadi,0.014171,0.004
yadk,0.010775,0.065
yadl,0.016772,0.090
yadm,0.019843,0.066
yadn,0.001422,0.030
yads,0.006536,0.004
yadv,0.003106,0.022
yaef,0.002222,0.049
yaeh,0.147661,0.040
yaei,0.002692,0.035
yaep,0.156919,0.011
yaeq,0.015094,0.035
yaer,0.031909,0.013
yafc,0.028162,0.059
yafd,0.155704,0.101
yafj,0.021099,0.001
yafl,0.007533,0.016
yafn,0.203601,0.064
yafo,0.153464,0.223
yafp,0.072282,0.043
yafq,0.031869,0.053
yafs,0.010440,0.022
yaft,0.001884,0.028
yafv,0.094041,0.017
yafw,0.000279,0.007
yafx,0.000174,0.006
yafy,0.003325,0.003
yafz,0.003494,0.003
yaga,0.004595,0.000
yagb,0.011089,0.016
yage,0.016877,0.000
yagf,0.017398,0.001
yagh,0.001470,0.006
yagj,0.004473,0.060
yagk,0.021974,0.078
yagl,0.002204,0.048
yagm,0.001130,0.040
yagn,0.021869,0.031
yagu,0.027764,0.059
yahb,0.005600,0.022
yahc,0.005247,0.013
yahd,0.003570,0.040
yahe,0.002793,0.035
yahg,0.002895,0.004
yahi,0.001459,0.010
yahj,0.006229,0.001
yahk,0.064120,0.098
yahl,0.002482,0.029
yahm,0.010000,0.016
yahn,0.003360,0.020
yaho,0.404550,0.037
yaia,0.125822,0.022
yail,0.013471,0.033
yaio,0.017037,0.048
yaip,0.006157,0.018
yaiw,0.011462,0.028
yaiy,0.002088,0.000
yaiz,0.008380,0.006
yajc,0.097469,0.028
yajd,0.027767,0.060
yajg,0.038036,0.001
yaji,0.011322,0.009
yajl,0.042107,0.021
yajo,0.169988,0.027
yajq,0.124705,0.045
yajr,0.005986,0.028
ybaa,0.161485,0.056
ybab,0.026205,0.037
ybak,0.019831,0.009
ybal,0.147429,0.034
yban,0.023986,0.005
ybap,0.014580,0.003
ybaq,0.017541,0.073
ybat,0.004447,0.008
ybay,1.530394,0.283
ybba,0.069619,0.004
ybbc,0.004744,0.010
ybbj,0.104811,0.002
ybbo,0.019602,0.011
ybbp,0.022564,0.017
ybbw,0.002650,0.011
ybby,0.004983,0.022
ybcf,0.011225,0.000
ybch,0.004838,0.006
ybci,0.004375,0.000
ybcj,0.009418,0.001
ybck,0.001332,0.046
ybcl,0.005532,0.043
ybcm,0.049213,0.100
ybcn,0.001739,0.005
ybco,0.003341,0.002
ybdd,0.029893,0.031
ybdf,0.022082,0.000
ybdg,0.016522,0.050
ybdj,0.035503,0.000
ybdk,0.086175,0.063
ybdl,0.005436,0.001
ybdm,0.002663,0.018
ybdn,0.001502,0.014
ybdo,0.001387,0.031
ybdr,0.035680,0.072
ybdz,0.005107,0.002
ybed,0.212616,0.246
ybef,0.001052,0.056
ybel,0.289868,0.006
ybeq,0.003336,0.031
yber,0.000690,0.015
ybet,0.001338,0.037
ybeu,0.001820,0.035
ybey,0.188240,0.198
ybez,0.229189,0.210
ybfa,0.015546,0.002
ybfb,0.004623,0.008
ybfc,0.005436,0.030
ybfe,0.009917,0.022
ybff,0.016654,0.019
ybfp,0.004040,0.042
ybga,0.054242,0.174
ybgc,0.045566,0.022
ybgd,0.002034,0.019
ybge,0.032220,0.002
ybgi,0.036917,0.002
ybgo,0.001551,0.042
ybgp,0.000328,0.024
ybgq,0.000848,0.019
ybgs,0.788127,0.143
ybha,0.010264,0.050
ybhb,0.032664,0.039
ybhc,0.013366,0.004
ybhd,0.003545,0.047
ybhf,0.038155,0.044
ybhh,0.003157,0.024
ybhi,0.005039,0.035
ybhj,0.006390,0.024
ybhl,0.219420,0.076
ybhm,0.008419,0.036
ybhn,0.021219,0.027
ybhp,0.117093,0.061
ybhq,0.093399,0.000
ybhr,0.003149,0.007
ybhs,0.007798,0.002
ybia,0.006618,0.019
ybib,0.034240,0.001
ybii,0.028666,0.001
ybij,0.017447,0.000
ybio,0.009926,0.020
ybir,0.028948,0.042
ybit,0.025195,0.033
ybiu,0.014544,0.000
ybiv,0.030621,0.084
ybiw,0.001408,0.023
ybix,0.004140,0.013
ybiy,0.000199,0.010
ybjc,0.018367,0.019
ybjd,0.010950,0.006
ybjg,0.026878,0.002
ybjh,0.021696,0.002
ybji,0.021119,0.056
ybjj,0.036098,0.004
ybjl,0.046320,0.082
ybjm,0.013581,0.004
ybjn,0.018286,0.027
ybjo,0.025444,0.017
ybjp,0.202088,0.055
ybjq,0.177795,0.003
ybjs,0.007077,0.007
ybjt,0.011220,0.016
ybjx,0.175853,0.166
ycac,0.038788,0.075
ycad,0.011206,0.006
ycai,0.024255,0.038
ycak,0.001943,0.041
ycal,0.007669,0.047
ycam,0.007163,0.023
ycan,0.006414,0.038
ycao,0.007843,0.068
ycap,0.018149,0.132
ycaq,0.015338,0.015
ycar,0.031627,0.004
ycbf,0.005280,0.026
ycbj,0.035335,0.118
ycbu,0.003253,0.018
ycbv,0.004819,0.021
ycbx,0.009968,0.004
ycbz,0.059138,0.253
ycca,0.256610,0.181
ycce,0.000890,0.035
yccf,0.011634,0.047
yccj,0.915345,0.723
yccm,0.005367,0.027
yccs,0.007591,0.050
ycct,0.048760,0.023
yccu,0.161751,0.036
yccx,0.053423,0.033
ycdu,0.010758,0.029
ycdx,0.049595,0.071
ycdy,0.053097,0.039
ycdz,0.044919,0.016
yceb,0.058164,0.022
yced,0.363675,0.027
ycef,0.083241,0.057
yceh,0.045741,0.073
ycei,0.009928,0.037
ycej,0.008579,0.000
ycek,0.002070,0.000
ycem,0.049800,0.004
ycfh,0.208650,0.401
ycfj,0.036428,0.010
ycfl,0.271475,0.204
ycfp,0.138777,0.182
ycft,0.000669,0.015
ycfz,0.000911,0.021
ycgb,0.122760,0.354
ycgj,0.011891,0.014
ycgm,0.060279,0.013
ycgn,0.025225,0.025
ycgr,0.130153,0.004
ycgv,0.006467,0.035
ycgx,0.006143,0.010
ycgy,0.036659,0.020
ycgz,0.694535,0.917
ycha,0.041763,0.097
yche,0.014725,0.036
ychf,0.059658,0.077
ychh,0.576512,0.017
ychj,0.009868,0.022
ycho,0.018694,0.044
ychq,0.010564,0.015
ycia,0.009728,0.029
ycib,0.076471,0.160
ycic,0.033091,0.008
ycie,0.096335,0.166
ycif,0.169585,0.284
ycig,0.333907,0.053
ycih,0.009273,0.001
ycii,0.018274,0.018
ycik,0.015371,0.006
ycin,0.049272,0.005
ycio,0.134321,0.001
yciq,0.014993,0.037
ycit,0.055286,0.043
yciu,0.080132,0.026
yciw,0.024382,0.020
ycix,0.015361,0.062
ycjd,0.004751,0.018
ycjf,0.050900,0.038
ycjg,0.094717,0.136
ycjm,0.056967,0.180
ycjn,0.022740,0.063
ycjo,0.018770,0.016
ycjp,0.013806,0.000
ycjq,0.018693,0.001
ycjr,0.013833,0.031
ycjs,0.015593,0.021
ycjt,0.009736,0.048
ycju,0.002997,0.002
ycjw,0.004612,0.042
ycjx,0.055420,0.123
ycjy,0.008567,0.058
ydae,0.001029,0.017
ydaf,0.014963,0.000
ydag,0.016874,0.061
ydas,0.033284,0.042
ydat,0.025148,0.036
ydau,0.022482,0.072
ydav,0.020290,0.000
yday,0.032073,0.039
ydbd,0.018145,0.057
ydbh,0.005620,0.041
ydbj,0.213927,0.059
ydbl,0.016264,0.037
ydca,0.043903,0.020
ydcd,0.000959,0.030
ydcf,0.029631,0.035
ydch,0.010048,0.029
ydci,0.058465,0.078
ydcj,0.016608,0.012
ydck,0.028110,0.130
ydcl,0.103151,0.197
ydco,0.007370,0.008
ydcr,0.051442,0.107
ydcs,0.041044,0.011
ydct,0.012444,0.014
ydcu,0.004735,0.017
ydcv,0.002199,0.003
ydcy,0.147736,0.001
ydcz,0.024358,0.013
ydda,0.002913,0.049
yddb,0.002115,0.023
ydde,0.038713,0.001
yddg,0.005809,0.042
yddh,0.037891,0.015
yddm,0.151701,0.088
ydea,0.008695,0.014
ydee,0.012393,0.062
ydei,0.169915,0.069
ydej,0.166718,0.063
ydem,0.001448,0.049
yden,0.001923,0.058
ydeo,0.002867,0.063
ydep,0.023082,0.081
ydeq,0.008372,0.036
yder,0.014126,0.053
ydes,0.017981,0.060
ydfa,0.015073,0.000
ydfb,0.013759,0.006
ydfc,0.027526,0.024
ydfd,0.003586,0.003
ydfg,0.105076,0.065
ydfi,0.020753,0.062
ydfk,0.050137,0.733
ydfo,0.000434,0.022
ydfr,0.005155,0.005
ydft,0.006333,0.035
ydfu,0.007279,0.013
ydfv,0.001804,0.005
ydfw,0.034491,0.035
ydfz,0.005056,0.000
ydga,0.433054,0.436
ydgc,0.019407,0.041
ydgd,0.384877,0.157
ydgh,0.022947,0.026
ydgi,0.032185,0.001
ydgj,0.021254,0.016
ydgk,0.071618,0.023
ydhf,0.071973,0.034
ydhi,0.023681,0.001
ydhj,0.014785,0.072
ydhk,0.005863,0.019
ydhl,0.062936,0.000
ydhp,0.024485,0.012
ydhq,0.200304,0.416
ydhr,0.077507,0.019
ydhs,0.030839,0.073
ydht,0.006126,0.001
ydhu,0.005392,0.018
ydhv,0.003270,0.038
ydhw,0.007577,0.014
ydhx,0.007635,0.011
ydhy,0.007370,0.041
ydib,0.006931,0.039
ydif,0.002274,0.009
ydih,0.029340,0.025
ydij,0.005107,0.042
ydik,0.107507,0.108
ydil,0.001640,0.025
ydim,0.000916,0.024
ydin,0.005924,0.037
ydio,0.003666,0.056
ydip,0.002480,0.044
ydiq,0.003076,0.045
ydir,0.007585,0.012
ydis,0.002138,0.015
ydit,0.001035,0.008
ydiy,0.005701,0.041
ydja,0.046064,0.051
ydje,0.010412,0.043
ydjf,0.014677,0.065
ydjg,0.009517,0.051
ydjh,0.005908,0.057
ydji,0.007575,0.066
ydjj,0.002615,0.019
ydjk,0.001323,0.052
ydjl,0.002411,0.042
ydjm,0.087557,0.007
ydjo,0.001592,0.057
ydjx,0.001479,0.014
ydjy,0.004289,0.037
ydjz,0.010653,0.023
yeac,0.056289,0.053
yead,0.040897,0.092
yeae,0.013645,0.003
yeag,0.398962,0.837
yeah,0.057295,0.144
yeak,0.017033,0.060
yeal,0.011156,0.007
yeao,0.034163,0.000
yeaq,0.307005,0.270
year,0.011458,0.035
yeaw,0.002413,0.004
yeax,0.004035,0.061
yeay,0.101136,0.068
yebb,0.003495,0.035
yebc,0.058715,0.056
yebe,0.157483,0.005
yebf,1.591094,0.238
yebg,0.981995,0.511
yebo,0.122848,0.027
yebq,0.002741,0.012
yebv,0.364392,0.107
yebw,0.122545,0.051
yeby,0.084972,0.037
yeca,0.051897,0.005
yecd,0.021806,0.014
yece,0.004333,0.000
yecf,0.011584,0.012
yech,0.063721,0.011
yecj,0.035544,0.036
yecm,0.024806,0.016
yecn,0.102427,0.002
yecr,0.007558,0.028
yect,0.001454,0.058
yeda,0.005934,0.018
yedd,0.072797,0.051
yede,0.009861,0.006
yedf,0.009629,0.000
yedi,0.106835,0.244
yedj,0.282271,0.020
yedk,0.026169,0.027
yedl,0.014845,0.012
yedp,0.189554,0.127
yeea,0.112818,0.109
yeej,0.004241,0.025
yeen,0.012031,0.027
yeeo,0.047339,0.056
yeer,0.002485,0.024
yees,0.002367,0.006
yeew,0.003963,0.013
yeey,0.085903,0.127
yeez,0.313861,0.358
yefm,0.132019,0.232
yegd,0.011833,0.000
yegh,0.039887,0.015
yegi,0.004501,0.035
yegj,0.006515,0.040
yegl,0.004542,0.019
yegp,0.467209,0.232
yegr,0.008509,0.031
yegs,0.174062,0.163
yegt,0.002279,0.025
yegu,0.002665,0.003
yegv,0.003397,0.000
yegw,0.017881,0.056
yegx,0.003313,0.021
yeha,0.001973,0.044
yehb,0.001746,0.043
yehc,0.000217,0.043
yehd,0.000307,0.035
yehe,0.068087,0.046
yehi,0.000957,0.025
yehk,0.001304,0.008
yehl,0.001051,0.002
yehm,0.002177,0.018
yehp,0.001738,0.011
yehr,0.003882,0.048
yehs,0.056727,0.031
yehw,0.026418,0.016
yehx,0.028189,0.002
yehy,0.065689,0.014
yeib,0.005783,0.001
yeig,0.018614,0.002
yeih,0.013516,0.015
yeii,0.012443,0.021
yeil,0.002147,0.018
yeip,0.021658,0.029
yeiq,0.017588,0.075
yeir,0.021886,0.002
yeis,0.002169,0.001
yeiw,0.007822,0.001
yeja,0.014058,0.049
yejb,0.002210,0.022
yeje,0.003084,0.029
yejf,0.001918,0.007
yejg,0.798646,0.024
yejk,0.029675,0.036
yejl,0.064467,0.000
yfaa,0.002909,0.054
yfae,0.017287,0.005
yfal,0.010110,0.026
yfap,0.005039,0.036
yfaq,0.005311,0.009
yfat,0.001545,0.015
yfau,0.003345,0.002
yfav,0.003478,0.007
yfax,0.000769,0.017
yfay,0.057697,0.038
yfaz,0.008922,0.007
yfbk,0.001918,0.033
yfbl,0.001691,0.035
yfbm,0.001881,0.025
yfbn,0.002826,0.065
yfbo,0.002793,0.011
yfbp,0.007154,0.061
yfbr,0.009430,0.009
yfbs,0.015738,0.048
yfbu,0.100762,0.096
yfbv,0.239335,0.076
yfca,0.009814,0.004
yfcc,0.006124,0.017
yfcd,0.063509,0.004
yfce,0.068176,0.004
yfcf,0.071242,0.036
yfcg,0.084767,0.220
yfch,0.211750,0.057
yfcj,0.011857,0.012
yfcl,0.014314,0.006
yfco,0.044770,0.089
yfcp,0.002484,0.017
yfcq,0.002225,0.018
yfcr,0.002080,0.012
yfcs,0.002632,0.014
yfcv,0.005691,0.090
yfcz,0.080870,0.004
yfdc,0.028439,0.044
yfde,0.021880,0.068
yfdf,0.000754,0.032
yfdg,0.011845,0.035
yfdh,0.008484,0.057
yfdi,0.000185,0.019
yfdk,0.005314,0.032
yfdn,0.001022,0.002
yfdp,0.000552,0.009
yfdq,0.001631,0.044
yfdr,0.000627,0.024
yfds,0.001302,0.008
yfdt,0.000512,0.005
yfdv,0.013905,0.053
yfdx,0.018379,0.038
yfdy,0.224396,0.051
yfec,0.005273,0.014
yfed,0.007937,0.002
