"",bulk,single-cell
rodz,0.024382,0.032
rof,0.024056,0.020
roxa,0.017712,0.040
rpe,0.001379,0.021
rph,0.001728,0.000
rpia,0.002776,0.009
rpib,0.000184,0.006
rpla,0.023597,0.056
rplb,0.011793,0.003
rplc,0.015133,0.073
rpld,0.011700,0.047
rple,0.041065,0.063
rplf,0.039744,0.070
rpli,0.014243,0.027
rplj,0.076714,0.060
rplk,0.012271,0.004
rpll,0.078769,0.168
rplm,0.014649,0.015
rpln,0.028063,0.040
rplo,0.090861,0.106
rplp,0.026190,0.001
rplq,0.025164,0.030
rplr,0.028215,0.040
rpls,0.010279,0.055
rplt,0.099554,0.180
rplu,0.011211,0.013
rplv,0.012685,0.014
rplw,0.014132,0.045
rplx,0.028927,0.043
rply,0.006406,0.002
rpma,0.017416,0.011
rpmb,0.022923,0.005
rpmc,0.016229,0.063
rpmd,0.027609,0.030
rpme,0.067671,0.013
rpmf,0.025494,0.008
rpmg,0.009299,0.030
rpmh,0.009386,0.004
rpmi,0.084179,0.016
rpmj,0.091193,0.012
rpna,0.000037,0.029
rpnb,0.000273,0.097
rpnc,0.000087,0.022
rpne,0.000072,0.034
rpoa,0.040977,0.104
rpob,0.013214,0.044
rpoc,0.017089,0.084
rpod,0.032057,0.077
rpoe,0.064780,0.149
rpoh,0.029859,0.024
rpon,0.008070,0.016
rpos,0.152803,0.119
rpoz,0.010067,0.023
rpph,0.002748,0.074
rpsa,0.082167,0.163
rpsb,0.034570,0.020
rpsc,0.014798,0.015
rpsd,0.038670,0.042
rpse,0.042010,0.078
rpsf,0.010357,0.014
rpsh,0.025148,0.031
rpsi,0.024406,0.004
rpsj,0.012794,0.001
rpsk,0.040431,0.038
rpsl,0.056300,0.111
rpsm,0.036123,0.013
rpsn,0.042754,0.055
rpso,0.019421,0.004
rpsp,0.015042,0.003
rpsq,0.023748,0.030
rpsr,0.008264,0.006
rpss,0.009827,0.009
rpst,0.004602,0.002
rpsu,0.019761,0.006
rraa,0.016681,0.061
rrab,0.034627,0.028
rrrd,0.000046,0.037
rrrq,0.000044,0.085
rsd,0.009038,0.072
rsea,0.138496,0.035
rseb,0.008315,0.169
rsec,0.003975,0.012
rsep,0.003427,0.010
rsfs,0.000603,0.005
rsma,0.006179,0.022
rsmb,0.003026,0.002
rsmc,0.000872,0.029
rsmd,0.001094,0.009
rsme,0.001170,0.006
rsmf,0.000238,0.021
rsmg,0.000652,0.042
rsmh,0.005651,0.000
rsmi,0.000655,0.002
rspa,0.000303,0.089
rspb,0.000428,0.101
rspr,0.001682,0.013
rssa,0.004613,0.053
rssb,0.021885,0.039
rsta,0.001772,0.029
rstb,0.000791,0.018
rsua,0.001764,0.066
rsxa,0.000329,0.006
rsxb,0.000388,0.002
rsxc,0.000127,0.020
rsxd,0.000137,0.003
rsxe,0.000156,0.006
rsxg,0.000164,0.005
rtca,0.001236,0.002
rtcb,0.002405,0.078
rtcr,0.000185,0.000
rusa,0.000020,0.001
ruta,0.000207,0.038
rutb,0.000054,0.002
rutc,0.000062,0.014
rute,0.000063,0.002
rutf,0.000125,0.017
rutg,0.000509,0.016
rutr,0.001749,0.004
ruva,0.001976,0.060
ruvb,0.001910,0.081
ruvc,0.001762,0.006
rzpq,0.000000,0.053
sad,0.000170,0.009
sana,0.000342,0.014
sapa,0.004301,0.027
sapb,0.005460,0.030
sapc,0.003734,0.006
sapd,0.003574,0.070
sapf,0.002426,0.041
satp,0.005094,0.016
sbcb,0.000970,0.011
sbcc,0.000207,0.073
sbcd,0.000154,0.058
sbma,0.000755,0.025
sbmc,0.011242,0.108
sbp,0.000159,0.025
scpa,0.000028,0.013
scpb,0.000108,0.039
scpc,0.000036,0.014
sdaa,0.041859,0.037
sdab,0.000523,0.018
sdac,0.002217,0.020
sdha,0.006376,0.000
sdhb,0.003574,0.011
sdhc,0.020158,0.034
sdhd,0.007085,0.003
sdhe,0.001184,0.011
sdia,0.005434,0.173
seca,0.002026,0.034
secb,0.035198,0.017
secd,0.002022,0.031
secf,0.008382,0.013
secg,0.010346,0.033
secm,0.001526,0.011
secy,0.072680,0.058
sela,0.001087,0.019
selb,0.000792,0.003
seld,0.003282,0.011
selo,0.001498,0.069
selu,0.000243,0.015
seqa,0.005018,0.010
sera,0.002728,0.070
serb,0.000894,0.006
serc,0.006870,0.043
sers,0.016666,0.020
serv,0.006250,0.000
seta,0.000596,0.007
setb,0.000039,0.014
setc,0.000076,0.013
sfmd,0.000116,0.013
sfmf,0.000014,0.027
sfsa,0.012983,0.115
sfsb,0.000161,0.011
sgbu,0.000068,0.018
sgca,0.000779,0.013
sgcb,0.001280,0.039
sgcc,0.001847,0.057
sgce,0.000816,0.015
sgcq,0.002339,0.042
sgcr,0.000188,0.064
sgcx,0.001411,0.013
sgrr,0.000409,0.031
sgrt,0.000556,0.047
shia,0.001010,0.027
sieb,0.000085,0.033
sixa,0.054947,0.040
skp,0.031842,0.002
slma,0.000563,0.021
slp,0.001986,0.017
slya,0.013387,0.088
slyb,0.077622,0.064
slyd,0.037319,0.019
slyx,0.003252,0.008
smg,0.026139,0.096
smpb,0.000400,0.004
smra,0.001487,0.003
smrb,0.003197,0.001
soda,0.053038,0.022
sodb,0.002549,0.052
sodc,0.022819,0.009
sohb,0.002151,0.040
sola,0.001319,0.004
soxr,0.008938,0.030
soxs,0.003883,0.007
spea,0.030368,0.103
speb,0.006325,0.017
spec,0.000251,0.036
sped,0.000730,0.076
spee,0.001065,0.023
spef,0.000058,0.085
speg,0.001958,0.038
spot,0.001409,0.050
sppa,0.001612,0.014
spy,0.002288,0.047
sra,0.039351,0.056
srka,0.001855,0.031
srlb,0.001287,0.002
srld,0.002253,0.004
srle,0.003271,0.021
srlr,0.000698,0.016
srmb,0.000935,0.009
ssea,0.010476,0.031
sseb,0.000387,0.179
ssna,0.000092,0.011
sspa,0.014133,0.000
sspb,0.012484,0.002
sstt,0.029220,0.032
ssua,0.000046,0.025
ssub,0.000615,0.015
ssuc,0.000062,0.017
ssud,0.000030,0.002
ssue,0.000015,0.007
stfq,0.000030,0.068
stfr,0.000103,0.066
stha,0.005211,0.054
stpa,0.000310,0.043
suca,0.005001,0.005
succ,0.004900,0.007
sucd,0.007141,0.001
sufa,0.013450,0.052
sufb,0.011049,0.077
sufc,0.011306,0.053
sufe,0.002808,0.027
sufs,0.006724,0.090
suhb,0.000207,0.047
sula,0.020118,0.093
sura,0.005491,0.040
sutr,0.000150,0.008
sxy,0.000639,0.006
syd,0.001184,0.110
syme,0.000312,0.002
taba,0.000928,0.012
tada,0.000684,0.021
tam,0.003686,0.000
tama,0.000372,0.033
tamb,0.000351,0.032
tap,0.000639,0.046
tapt,0.000131,0.002
tar,0.001424,0.139
tas,0.006018,0.012
tata,0.005228,0.011
tatb,0.003734,0.005
tatc,0.001344,0.008
tatd,0.000413,0.001
tate,0.010390,0.003
taua,0.000044,0.004
taub,0.000032,0.002
tauc,0.000094,0.014
taud,0.000308,0.012
tcda,0.001739,0.016
tcyj,0.019359,0.066
tcyl,0.007034,0.077
tcyn,0.011055,0.079
tcyp,0.003593,0.046
tdca,0.000107,0.029
tdcb,0.000170,0.066
tdcc,0.000177,0.045
tdcd,0.000107,0.025
tdce,0.000171,0.036
tdcf,0.000346,0.003
tdcg,0.000359,0.078
tdcr,0.000000,0.011
tdh,0.017392,0.027
tdk,0.001061,0.010
teha,0.000749,0.004
tehb,0.000286,0.014
tesa,0.000597,0.019
tesb,0.004982,0.012
tetr,0.295627,1.845
tgt,0.000347,0.030
thic,0.002030,0.012
thid,0.000230,0.013
thie,0.001049,0.001
thif,0.000744,0.008
thig,0.001039,0.007
thih,0.000927,0.016
thii,0.000473,0.025
thik,0.001040,0.007
thil,0.000256,0.023
thim,0.000103,0.024
thip,0.000040,0.001
thiq,0.000034,0.005
this,0.000896,0.007
thpr,0.000411,0.002
thra,0.002312,0.020
thrb,0.004672,0.003
thrc,0.003022,0.009
thrs,0.031301,0.134
thya,0.000823,0.143
tig,0.002358,0.057
tils,0.000516,0.007
tisb,0.323598,0.371
tkta,0.025064,0.027
tldd,0.009047,0.027
tlde,0.008580,0.012
tmar,0.013444,0.052
tmca,0.001329,0.036
tmk,0.000542,0.013
tmrna,38.131793,70.824
tnaa,0.000287,0.006
tnab,0.000200,0.012
tnac,0.000000,0.008
tola,0.003292,0.033
tolb,0.013668,0.028
tolc,0.003883,0.030
tolq,0.001432,0.029
tolr,0.001416,0.007
tomb,0.009960,0.030
tonb,0.008717,0.015
topa,0.004008,0.035
topai,0.000204,0.021
topb,0.000808,0.015
tora,0.000112,0.026
torc,0.000094,0.030
tord,0.000267,0.001
tori,0.001429,0.018
torr,0.000134,0.036
tors,0.000155,0.094
tort,0.000187,0.011
tory,0.000218,0.182
torz,0.000169,0.119
tpia,0.013549,0.022
tpr,0.000903,0.022
tqsa,0.000879,0.010
traj,0.000793,0.082
traq,0.000116,0.088
tray,0.000581,0.834
trea,0.004952,0.154
treb,0.000317,0.032
trec,0.000089,0.016
tref,0.005800,0.004
trer,0.000201,0.029
trg,0.000634,0.014
trho,0.000491,0.018
trhp,0.002647,0.009
trka,0.006560,0.024
trkg,0.000319,0.055
trkh,0.002916,0.010
trma,0.013583,0.085
trmb,0.007240,0.015
trmd,0.025238,0.015
trmh,0.000260,0.001
trmj,0.005832,0.019
trml,0.000037,0.005
trpa,0.002550,0.091
trpb,0.002006,0.002
trpc,0.001571,0.017
trpd,0.000333,0.006
trpe,0.000129,0.009
trpr,0.000892,0.003
trps,0.003064,0.033
trua,0.002516,0.058
trub,0.002173,0.014
truc,0.000681,0.032
trud,0.000291,0.042
trxa,0.027318,0.054
trxb,0.001922,0.008
trxc,0.007511,0.030
tsab,0.000436,0.021
tsac,0.004605,0.018
tsad,0.003906,0.010
tsae,0.003682,0.010
tsf,0.011092,0.002
tsga,0.000204,0.006
tsr,0.000923,0.024
tsua,0.000940,0.109
tsub,0.001544,0.038
tsx,0.005347,0.036
ttca,0.001991,0.056
ttda,0.000028,0.016
ttdb,0.000027,0.003
ttdr,0.000015,0.010
ttdt,0.000034,0.002
tus,0.000550,0.013
tusa,0.000615,0.025
tusb,0.002867,0.000
tusc,0.001376,0.007
tusd,0.001658,0.002
tuse,0.000915,0.060
tyna,0.000098,0.103
tyra,0.003220,0.075
tyrb,0.000538,0.005
tyrp,0.001273,0.029
tyrr,0.007082,0.040
tyrs,0.006667,0.078
uact,0.000038,0.007
ubia,0.005700,0.025
ubib,0.000713,0.032
ubic,0.006022,0.004
ubid,0.002640,0.025
ubie,0.003509,0.015
ubif,0.014306,0.013
ubig,0.001357,0.007
ubih,0.003319,0.001
ubii,0.001744,0.021
ubij,0.002513,0.000
ubik,0.004946,0.005
ubit,0.008666,0.016
ubiu,0.000035,0.002
ubiv,0.000081,0.002
ubix,0.000415,0.059
ucpa,0.006198,0.005
udk,0.000306,0.020
udp,0.011997,0.007
ugd,0.005212,0.135
ugpa,0.000624,0.011
ugpb,0.009420,0.055
ugpc,0.001763,0.001
ugpe,0.000390,0.001
ugpq,0.002439,0.015
uhpa,0.001066,0.015
uhpb,0.000168,0.005
uhpc,0.000102,0.008
uhpt,0.000640,0.046
uida,0.000284,0.120
uidb,0.000211,0.058
uidc,0.000648,0.095
uidr,0.002136,0.032
ulaa,0.000116,0.021
ulab,0.000098,0.002
ulac,0.000136,0.000
ulad,0.000159,0.001
ulae,0.000223,0.009
ulaf,0.000402,0.006
ulag,0.000241,0.018
ular,0.000709,0.028
umpg,0.001737,0.028
umph,0.001896,0.013
umuc,0.001133,0.014
umud,0.001294,0.014
ung,0.001251,0.000
upp,0.000441,0.012
uraa,0.000064,0.148
usha,0.001815,0.022
uspa,0.016314,0.014
uspb,0.031942,0.072
uspc,0.000087,0.055
uspd,0.017573,0.027
uspf,0.018338,0.090
uspg,0.035454,0.007
uup,0.001027,0.020
uvra,0.006446,0.086
uvrb,0.010292,0.031
uvrc,0.000944,0.098
uvrd,0.003196,0.004
uvry,0.002198,0.108
uxaa,0.000538,0.004
uxab,0.000577,0.101
uxac,0.000476,0.032
uxua,0.003702,0.016
uxub,0.002720,0.002
uxur,0.008926,0.021
vals,0.004564,0.104
ves,0.000198,0.072
viaa,0.000440,0.024
vsr,0.000299,0.042
waaa,0.001168,0.005
waab,0.001787,0.034
waac,0.001366,0.019
waaf,0.002919,0.002
waag,0.003640,0.054
waah,0.000224,0.049
waaj,0.001113,0.051
waal,0.000164,0.024
waao,0.001087,0.049
waap,0.001661,0.066
waaq,0.004179,0.061
waas,0.000901,0.005
waau,0.000279,0.013
waay,0.000645,0.033
waaz,0.000493,0.035
wbbi,0.001588,0.142
wbbj,0.001152,0.059
wbbk,0.001250,0.087
wcaa,0.000029,0.033
wcab,0.000009,0.032
wcac,0.000076,0.049
wcad,0.000074,0.119
wcae,0.000017,0.158
wcaf,0.000019,0.053
wcai,0.000028,0.137
wcaj,0.000036,0.088
wcak,0.000022,0.055
wcal,0.000059,0.039
wcam,0.000024,0.141
wecb,0.000312,0.019
wecc,0.000223,0.034
wece,0.001357,0.018
wech,0.000852,0.010
wrba,0.132838,0.029
wza,0.000008,0.095
wzb,0.000048,0.006
wzc,0.000025,0.140
wzxc,0.000038,0.097
wzxe,0.002681,0.011
wzye,0.002383,0.007
wzzb,0.011472,0.186
wzze,0.002099,0.001
xanp,0.000029,0.000
xanq,0.000114,0.029
xapa,0.000044,0.108
xapb,0.000340,0.125
xapr,0.001189,0.054
xdha,0.000383,0.038
xdhb,0.000234,0.014
xdhc,0.000721,0.006
xdhd,0.000190,0.030
xerc,0.000115,0.016
xerd,0.001518,0.020
xisr,0.000012,0.020
xsea,0.001934,0.019
xseb,0.001075,0.002
xtha,0.001346,0.004
xyla,0.006334,0.067
xylb,0.003562,0.015
xyle,0.000381,0.050
xylf,0.000219,0.025
xylg,0.000104,0.026
xylh,0.000766,0.006
xylr,0.000191,0.016
xynr,0.000798,0.001
yaaa,0.000487,0.079
yaai,0.000000,0.040
yaaj,0.000531,0.068
yaau,0.000037,0.018
yaax,0.000205,0.001
yaay,0.001773,0.001
yabi,0.007317,0.020
yabp,0.002535,0.062
yacc,0.000909,0.000
yacg,0.002110,0.001
yach,0.000178,0.023
yacl,0.018506,0.004
yadc,0.000253,0.081
yade,0.000515,0.019
yadg,0.003714,0.036
yadh,0.006325,0.013
yadi,0.001469,0.005
yadk,0.000052,0.085
yadl,0.000173,0.069
yadm,0.000110,0.099
yadn,0.000048,0.062
yads,0.000379,0.009
yadv,0.000137,0.066
yaef,0.000071,0.092
yaeh,0.017171,0.051
yaei,0.000108,0.087
yaep,0.015103,0.011
yaeq,0.000396,0.003
yaer,0.003866,0.010
yafc,0.003038,0.084
yafd,0.016670,0.021
yafj,0.000898,0.005
yafl,0.000346,0.018
yafn,0.001405,0.014
yafo,0.001064,0.034
yafp,0.000302,0.009
yafq,0.001503,0.050
yafs,0.000403,0.008
yaft,0.000078,0.028
yafv,0.004910,0.008
yafw,0.000000,0.020
yafx,0.000009,0.009
yafy,0.000350,0.001
yafz,0.000003,0.007
yaga,0.000179,0.005
yagb,0.000459,0.032
yage,0.002610,0.003
yagf,0.003465,0.006
yagg,0.000400,0.000
yagh,0.000413,0.003
yagj,0.000827,0.037
yagk,0.000842,0.099
yagl,0.000050,0.078
yagm,0.000027,0.070
yagn,0.000623,0.045
yagu,0.002065,0.023
yahb,0.000215,0.057
yahc,0.000165,0.031
yahd,0.000145,0.024
yahe,0.000062,0.034
yahg,0.000122,0.004
yahi,0.000060,0.010
yahj,0.000502,0.002
yahk,0.012311,0.033
yahl,0.000075,0.021
yahm,0.000344,0.011
yahn,0.001335,0.030
yaho,0.060525,0.018
yaia,0.017856,0.007
yaii,0.000758,0.000
yail,0.000719,0.032
yaio,0.002924,0.072
yaip,0.000210,0.045
yaiw,0.000550,0.014
yaiy,0.000750,0.006
yaiz,0.001055,0.003
yajc,0.007958,0.010
yajd,0.005840,0.038
yajg,0.000982,0.008
yaji,0.000585,0.022
yajl,0.002036,0.020
yajo,0.022890,0.027
yajq,0.008296,0.008
yajr,0.000178,0.064
ybaa,0.033415,0.017
ybab,0.002766,0.007
ybak,0.000258,0.006
ybal,0.002831,0.011
yban,0.001977,0.003
ybap,0.000185,0.013
ybaq,0.003331,0.053
ybat,0.000378,0.014
ybay,0.058914,0.009
ybba,0.001452,0.003
ybbc,0.000052,0.010
ybbj,0.007605,0.006
ybbo,0.000781,0.022
ybbp,0.000572,0.014
ybbw,0.000140,0.007
ybby,0.000333,0.004
ybcf,0.001411,0.003
ybch,0.000564,0.020
ybci,0.000246,0.010
ybcj,0.001923,0.002
ybck,0.000021,0.022
ybcl,0.000544,0.018
ybcm,0.002982,0.037
ybcn,0.000009,0.006
ybco,0.000000,0.000
ybdd,0.004287,0.017
ybdf,0.001186,0.005
ybdg,0.001938,0.076
ybdj,0.003641,0.007
ybdk,0.013312,0.039
ybdl,0.000116,0.004
ybdm,0.000231,0.049
ybdn,0.000188,0.061
ybdo,0.000031,0.065
ybdr,0.001292,0.026
ybdz,0.002213,0.003
ybed,0.011475,0.068
ybef,0.000007,0.097
ybel,0.016470,0.003
ybeq,0.000203,0.081
yber,0.000015,0.015
ybet,0.000014,0.104
ybeu,0.000004,0.029
ybey,0.007639,0.027
ybez,0.011296,0.051
ybfa,0.006268,0.006
ybfb,0.000164,0.003
ybfc,0.000197,0.012
ybfe,0.000054,0.032
ybff,0.000831,0.031
ybfp,0.000068,0.029
ybga,0.003105,0.026
ybgc,0.001103,0.008
ybgd,0.000073,0.034
ybge,0.009280,0.002
ybgi,0.001575,0.002
ybgo,0.000238,0.091
ybgp,0.000014,0.067
ybgq,0.000019,0.065
ybgs,0.036832,0.038
ybha,0.000264,0.065
ybhb,0.008888,0.027
ybhc,0.000477,0.011
ybhd,0.000049,0.084
ybhf,0.001007,0.024
ybhh,0.000016,0.024
ybhi,0.000036,0.042
ybhj,0.000071,0.016
ybhl,0.048839,0.028
ybhm,0.000251,0.018
ybhn,0.000527,0.049
ybhp,0.001893,0.023
ybhq,0.019030,0.001
ybhr,0.000547,0.022
ybhs,0.000637,0.021
ybia,0.000323,0.030
ybib,0.004270,0.006
ybii,0.006472,0.002
ybij,0.006311,0.004
ybio,0.001084,0.059
ybir,0.001355,0.014
ybit,0.001222,0.012
ybiu,0.000736,0.001
ybiv,0.000923,0.104
ybiw,0.000128,0.063
ybix,0.000296,0.030
ybiy,0.000024,0.045
ybjc,0.000588,0.010
ybjd,0.003302,0.008
ybjg,0.000567,0.010
ybjh,0.002031,0.008
ybji,0.001127,0.082
ybjj,0.001139,0.012
ybjl,0.002649,0.080
ybjm,0.001125,0.000
ybjn,0.001374,0.025
ybjo,0.000206,0.015
ybjp,0.007275,0.021
ybjq,0.009772,0.000
ybjs,0.000233,0.011
ybjt,0.000739,0.030
ybjx,0.004037,0.054
ycac,0.004273,0.083
ycad,0.001519,0.008
ycai,0.000261,0.020
ycak,0.000023,0.034
ycal,0.000328,0.036
ycam,0.000658,0.017
ycan,0.000218,0.104
ycao,0.000266,0.100
ycap,0.000741,0.054
ycaq,0.000275,0.008
ycar,0.002727,0.002
ycbf,0.000067,0.019
ycbj,0.002444,0.036
ycbu,0.000104,0.019
ycbv,0.000154,0.015
ycbx,0.000551,0.018
ycbz,0.009986,0.103
ycca,0.035345,0.065
ycce,0.000024,0.034
yccf,0.000381,0.071
yccj,0.216245,0.171
yccm,0.000089,0.065
yccs,0.000366,0.108
ycct,0.001618,0.038
yccu,0.034037,0.006
yccx,0.005210,0.008
ycdu,0.000159,0.027
ycdx,0.001454,0.016
ycdy,0.001097,0.017
ycdz,0.005988,0.003
yceb,0.003529,0.034
yced,0.012110,0.015
ycef,0.007711,0.044
yceh,0.002669,0.026
ycei,0.000154,0.083
ycej,0.000037,0.003
ycek,0.000349,0.000
ycem,0.002428,0.001
ycfh,0.020108,0.117
ycfj,0.003861,0.005
ycfl,0.007258,0.014
ycfp,0.007096,0.032
ycft,0.000051,0.078
ycfz,0.000028,0.117
ycgb,0.044374,0.171
ycgj,0.000214,0.002
ycgm,0.004445,0.005
ycgn,0.006974,0.013
ycgr,0.000296,0.012
ycgv,0.000185,0.077
ycgx,0.000021,0.032
ycgy,0.002902,0.016
ycgz,0.001267,0.035
ycha,0.003080,0.021
yche,0.000208,0.010
ychf,0.004318,0.059
ychh,0.336188,0.019
ychj,0.000595,0.045
ychn,0.001053,0.001
ycho,0.000118,0.024
ychq,0.000422,0.016
ycia,0.000201,0.056
ycib,0.012346,0.084
ycic,0.007332,0.025
ycie,0.007351,0.106
ycif,0.008975,0.119
ycig,0.034011,0.022
ycih,0.000141,0.002
ycii,0.000438,0.027
ycik,0.001142,0.024
ycin,0.007829,0.010
ycio,0.005402,0.000
yciq,0.000550,0.024
ycit,0.000610,0.053
yciu,0.005347,0.029
yciw,0.000132,0.060
ycix,0.001819,0.051
ycjd,0.000540,0.054
ycjf,0.000822,0.014
ycjg,0.003888,0.024
ycjm,0.000033,0.046
ycjn,0.000022,0.030
ycjo,0.000045,0.002
ycjp,0.000000,0.001
ycjq,0.000012,0.008
ycjr,0.000038,0.010
ycjs,0.000057,0.003
ycjt,0.000040,0.037
ycju,0.000011,0.001
ycjw,0.000029,0.109
ycjx,0.000872,0.019
ycjy,0.000195,0.086
ydae,0.000536,0.053
ydaf,0.002278,0.012
ydag,0.052605,0.160
ydas,0.000716,0.044
ydat,0.000902,0.027
ydau,0.000951,0.062
ydav,0.000742,0.010
yday,0.000397,0.056
ydbd,0.000236,0.043
ydbh,0.000604,0.035
ydbj,0.004471,0.002
ydbl,0.000950,0.025
ydca,0.001283,0.005
ydcd,0.000121,0.034
ydcf,0.002032,0.021
ydch,0.007042,0.043
ydci,0.001536,0.085
ydcj,0.007800,0.010
ydck,0.002178,0.114
ydcl,0.028869,0.073
ydco,0.000341,0.034
ydcr,0.000781,0.035
ydcs,0.007045,0.004
ydct,0.002452,0.008
ydcu,0.001958,0.006
ydcv,0.000852,0.004
ydcy,0.004233,0.002
ydcz,0.000736,0.019
ydda,0.000011,0.126
yddb,0.000021,0.080
ydde,0.000511,0.007
yddg,0.000068,0.125
yddh,0.002051,0.022
yddm,0.040043,0.045
ydea,0.000351,0.006
ydee,0.001037,0.020
ydei,0.028741,0.049
ydej,0.008676,0.016
ydem,0.000037,0.103
yden,0.000075,0.136
ydeo,0.000122,0.137
ydep,0.000315,0.095
ydeq,0.000035,0.086
yder,0.000039,0.094
ydes,0.000119,0.071
ydfa,0.000618,0.002
ydfb,0.000225,0.002
ydfc,0.001417,0.010
ydfd,0.000084,0.001
ydfg,0.005036,0.012
ydfi,0.000123,0.126
ydfk,0.000474,0.354
ydfo,0.000000,0.017
ydfr,0.000035,0.032
ydft,0.000130,0.076
ydfu,0.000018,0.024
ydfv,0.000132,0.002
ydfw,0.000662,0.053
ydfz,0.000211,0.000
ydga,0.018680,0.032
ydgc,0.000831,0.071
ydgd,0.011382,0.015
ydgh,0.000862,0.020
ydgi,0.000933,0.000
ydgj,0.010304,0.033
ydgk,0.000903,0.006
ydhf,0.006908,0.023
ydhi,0.000688,0.001
ydhj,0.000332,0.030
ydhk,0.000222,0.007
ydhl,0.003326,0.005
ydhp,0.000727,0.034
ydhq,0.005936,0.070
ydhr,0.003911,0.010
ydhs,0.002611,0.025
ydht,0.000099,0.014
ydhu,0.000106,0.067
ydhv,0.000057,0.096
ydhw,0.000125,0.031
ydhx,0.000065,0.045
ydhy,0.000000,0.106
ydib,0.000032,0.022
ydif,0.000052,0.008
ydih,0.003605,0.031
ydij,0.000326,0.096
ydik,0.006274,0.007
ydil,0.000099,0.014
ydim,0.000032,0.014
ydin,0.000075,0.026
ydio,0.000083,0.038
ydip,0.000330,0.125
ydiq,0.000091,0.032
ydir,0.000293,0.009
ydis,0.000098,0.025
ydit,0.000046,0.013
ydiy,0.000139,0.069
ydja,0.003382,0.036
ydje,0.000166,0.141
ydjf,0.000555,0.140
ydjg,0.000342,0.111
ydjh,0.000070,0.175
ydji,0.000164,0.149
ydjj,0.000086,0.099
ydjk,0.000078,0.134
ydjl,0.000076,0.146
ydjm,0.001657,0.001
ydjo,0.000010,0.127
ydjx,0.000034,0.017
ydjy,0.000117,0.018
ydjz,0.000575,0.011
yeac,0.006648,0.079
yead,0.000434,0.018
yeae,0.001306,0.004
yeag,0.113849,0.208
yeah,0.032854,0.079
yeak,0.000476,0.027
yeal,0.000080,0.004
yeao,0.001455,0.000
yeaq,0.007815,0.051
year,0.000176,0.106
yeaw,0.000050,0.003
yeax,0.000128,0.041
yeay,0.020199,0.064
yebb,0.000066,0.020
yebc,0.002649,0.049
yebe,0.003326,0.015
yebf,0.013946,0.031
yebg,0.013918,0.047
yebo,0.005342,0.064
yebq,0.000184,0.013
yebv,0.045291,0.035
yebw,0.012901,0.015
yeby,0.001761,0.039
yeca,0.006170,0.009
yecd,0.000731,0.006
yece,0.000264,0.001
yecf,0.000117,0.005
yech,0.008899,0.015
yecj,0.000334,0.046
yecm,0.002047,0.057
yecn,0.001843,0.002
yecr,0.000060,0.024
yect,0.000051,0.066
yeda,0.000145,0.015
yedd,0.002732,0.024
yede,0.000415,0.006
yedf,0.000558,0.001
yedi,0.013227,0.115
yedj,0.002919,0.017
yedk,0.000677,0.001
yedl,0.000664,0.007
yedp,0.017288,0.021
yeea,0.003549,0.108
yeej,0.000204,0.012
yeen,0.000452,0.024
yeeo,0.005280,0.083
yeer,0.000083,0.016
yees,0.000016,0.010
yeew,0.000164,0.005
yeey,0.019839,0.108
yeez,0.018020,0.129
yefm,0.005076,0.057
yegd,0.000073,0.005
yegh,0.004957,0.014
yegi,0.000110,0.104
yegj,0.000084,0.033
yegl,0.000038,0.065
yegp,0.022193,0.025
yegr,0.000390,0.072
yegs,0.004785,0.021
yegt,0.000297,0.035
yegu,0.000256,0.006
yegv,0.000281,0.000
yegw,0.000429,0.057
yegx,0.000283,0.103
yeha,0.000246,0.128
yehb,0.000060,0.163
yehc,0.000000,0.151
yehd,0.000000,0.108
yehe,0.003310,0.076
yehi,0.000047,0.034
yehk,0.000000,0.011
yehl,0.000018,0.002
yehm,0.000061,0.015
yehp,0.000040,0.011
yehr,0.000582,0.036
yehs,0.003876,0.053
yehw,0.000833,0.029
yehx,0.000625,0.010
yehy,0.000996,0.010
yeib,0.000271,0.011
yeig,0.001015,0.009
yeih,0.001534,0.007
yeii,0.000151,0.012
yeil,0.000058,0.014
yeip,0.000350,0.016
yeiq,0.000843,0.035
yeir,0.000251,0.004
yeis,0.000120,0.003
yeiw,0.000100,0.002
yeja,0.000543,0.025
yejb,0.000112,0.022
yeje,0.000149,0.031
yejf,0.000180,0.008
yejg,0.046065,0.021
yejk,0.000993,0.031
yfaa,0.000106,0.179
yfae,0.000478,0.001
yfal,0.000294,0.134
yfap,0.000596,0.062
yfaq,0.000091,0.038
yfat,0.000011,0.114
yfau,0.000149,0.016
yfav,0.000243,0.054
yfax,0.000379,0.079
yfay,0.002197,0.045
yfaz,0.000370,0.014
yfbk,0.000103,0.152
yfbl,0.000045,0.024
yfbm,0.000131,0.018
yfbn,0.000015,0.147
yfbo,0.000000,0.004
yfbp,0.000338,0.043
yfbr,0.000758,0.007
yfbs,0.000653,0.123
yfbu,0.008192,0.082
yfbv,0.047585,0.058
yfca,0.000255,0.014
yfcc,0.000028,0.011
yfcd,0.002268,0.005
yfce,0.002925,0.014
yfcf,0.002461,0.043
yfcg,0.005946,0.036
yfch,0.014480,0.008
yfcj,0.000031,0.059
yfcl,0.000330,0.020
yfco,0.005662,0.108
yfcp,0.000101,0.063
yfcq,0.000030,0.056
yfcr,0.000014,0.080
yfcs,0.000022,0.052
yfcv,0.000127,0.195
yfcz,0.022261,0.014
yfdc,0.002833,0.015
