GO_ID,Term,Category,p-value,FDR,Genes,Fold Enrichment,Depth,Ratio in Study,Ratio in Population,Parents
GO:0015833,peptide transport,BP,1.478919748023252e-07,2.3501379268587677e-05,"P0AEG1,P23847,P0AAH4,P0AAG0,P0AFH6,P77308,P76027,P33916,P76128,P0AEF8,P45767,P77463,P77304,P0AFH2,P37313,P77737,P77268,P77622,P15078",e,6,"(19, 439)","(46, 3901)",{'GO:0042886'}
GO:0006754,ATP biosynthetic process,BP,1.971606631538924e-07,2.6510526091769532e-05,"P0A6E6,P52612,P0ABA6,P0ABB0,P0ABB4,P68699,P0ABA4,P0ABA0",e,10,"(8, 439)","(9, 3901)","{'GO:0046034', 'GO:0009206', 'GO:0009152'}"
GO:0015986,proton motive force-driven ATP synthesis,BP,1.971606631538924e-07,2.6510526091769532e-05,"P0A6E6,P52612,P0ABA6,P0ABB0,P0ABB4,P68699,P0ABA4,P0ABA0",e,11,"(8, 439)","(9, 3901)",{'GO:0006754'}
GO:0006164,purine nucleotide biosynthetic process,BP,2.1449647051343236e-07,2.6781416461248554e-05,"P15640,P08179,P08178,P33221,P0AG16,P15639,P15254,P09029,P0AB89,P0A7D7,P0AG18",e,8,"(11, 439)","(17, 3901)","{'GO:0006163', 'GO:0009165', 'GO:0072522'}"
GO:0097588,archaeal or bacterial-type flagellum-dependent cell motility,BP,4.3237251399309945e-07,5.038581029732919e-05,"P22586,P0AE67,P0A6S3,P0A8T5,P0ABZ1,P0ABX8,P0A6S0,P15070,P06974",e,4,"(9, 439)","(12, 3901)",{'GO:0001539'}
GO:0042777,proton motive force-driven plasma membrane ATP synthesis,BP,1.5820634698142051e-06,0.00017284043407720192,"P0A6E6,P0ABA6,P0ABB0,P0ABB4,P68699,P0ABA4,P0ABA0",e,12,"(7, 439)","(8, 3901)",{'GO:0015986'}
GO:0015990,electron transport coupled proton transport,BP,6.4292232931253e-06,0.000661075430375472,"P0ABJ3,P33607,P0ABI8,P0AFC7,P0ABJ6,P0AFF0,P0AFE8",e,9,"(7, 439)","(9, 3901)",{'GO:0015988'}
GO:0006099,tricarboxylic acid cycle,BP,7.838040753787852e-06,0.0007611608465345091,"P07014,P05042,P0AC38,P0AC41,P0AC44,P0A836,P14407,P0AGE9,P77243,P0A9G6,P0AC47,P0AFG3",e,3,"(12, 439)","(26, 3901)",{'GO:0044238'}
GO:0019402,galactitol metabolic process,BP,1.7686006522287613e-05,0.0014052336091344886,"P0C8J8,P69828,P0C8J6,P0A9S3,P37188",e,7,"(5, 439)","(5, 3901)",{'GO:0006059'}
GO:0019544,arginine catabolic process to glutamate,BP,1.7686006522287613e-05,0.0014052336091344886,"P76217,P0AE37,P77581,P76215,P76216",e,11,"(5, 439)","(5, 3901)","{'GO:0006536', 'GO:0006527'}"
GO:0019545,arginine catabolic process to succinate,BP,1.7686006522287613e-05,0.0014052336091344886,"P76217,P0AE37,P77581,P76215,P76216",e,11,"(5, 439)","(5, 3901)","{'GO:0006105', 'GO:0006527'}"
GO:0042956,maltodextrin transmembrane transport,BP,1.7686006522287613e-05,0.0014052336091344886,"P0AEX9,P02916,P02943,P68183,P68187",e,7,"(5, 439)","(5, 3901)",{'GO:0042955'}
GO:1902600,proton transmembrane transport,BP,1.9999022007056113e-05,0.0015199256725362646,"P0A6E6,Q46839,P0AFE0,P0AFE4,P0AFD4,P33599,P0ABA4,P0AFC3,P52612,P0ABA0,P31979,P0ABA6,P0ABB0,P33602,P0ABB4,P68699,P0AFD1,P77304,P0ABI8,P0AA82",e,7,"(20, 439)","(66, 3901)","{'GO:0098655', 'GO:0098662'}"
GO:0005980,glycogen catabolic process,BP,0.00015844222394794207,0.009891321695035812,"P00490,P15067,P15977,P0AC86",e,7,"(4, 439)","(4, 3901)","{'GO:0005977', 'GO:0009251'}"
GO:0071977,bacterial-type flagellum-dependent swimming motility,BP,0.00015844222394794207,0.009891321695035812,"P15070,P0ABZ1,P06974,P0AE67",e,6,"(4, 439)","(4, 3901)","{'GO:0071973', 'GO:0071975'}"
GO:0005978,glycogen biosynthetic process,BP,0.00015844222394794207,0.009891321695035812,"P0A6V1,P15977,P07762,P0A6U8",e,7,"(4, 439)","(4, 3901)","{'GO:0005977', 'GO:0009250'}"
GO:0098708,D-glucose import across plasma membrane,BP,0.00015844222394794207,0.009891321695035812,"P69805,P69801,P69797,P69786",e,9,"(4, 439)","(4, 3901)","{'GO:1904659', 'GO:0140271'}"
GO:1904981,maltose transmembrane transport,BP,0.00015844222394794207,0.009891321695035812,"P68183,P02943,P02916,P68187",e,8,"(4, 439)","(4, 3901)","{'GO:0034219', 'GO:0015768'}"
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,BP,0.00023142660852200087,0.013949438334360605,"P0C8J8,P36672,P05706,P69805,P69828,P69797,P00550,P69801,P42904,P56580,P56579,P69822,P69811,P0A9N0,P37188,P69786",e,7,"(16, 439)","(55, 3901)",{'GO:0098704'}
GO:0006974,DNA damage response,BP,0.00027466005478212646,0.016003525858638568,"P02916,P0A901,P39451,P0ACL7,P39173,Q46851,P75779,P14407,P25527,P12758,P21179,P08179,P13482,P31677,P15067,P0ABP8,P29013,P22564,P0A6F3,P15640,P0AEX9,P0AAG8,P0A6U8,P00363,P0AEH5,P02943,P0A6Z3,P0AEL0,P37685,P45424,P28904,P0A8S5,P07762,P0A830,P0AB31,P07650,P0A6S3,P0AB89,P0ACF0",e,4,"(39, 439)","(196, 3901)",{'GO:0033554'}
GO:0015768,maltose transport,BP,0.0003057359644448073,0.016700827057797598,"P0AEX9,P02916,P02943,P68183,P68187",e,7,"(5, 439)","(7, 3901)",{'GO:0015766'}
GO:0015803,branched-chain amino acid transport,BP,0.0003057359644448073,0.016700827057797598,"P0AD96,P22731,P22729,P04816,P0A9S7",e,6,"(5, 439)","(7, 3901)","{'GO:0046942', 'GO:0071705'}"
GO:0019646,aerobic electron transport chain,BP,0.0003690675308528361,0.018974413056786984,"P07014,P0AC41,P0ABJ3,P0AC44,P0ABI8,P0ABJ6,P56100",e,7,"(7, 439)","(14, 3901)","{'GO:0022904', 'GO:0009060'}"
GO:0009372,quorum sensing,BP,0.0005528656589235938,0.027611690622812626,"P77257,P64461,P76142,P77672,P0AFS1,P77432",e,5,"(6, 439)","(11, 3901)","{'GO:0007267', 'GO:0060245'}"
GO:0035442,dipeptide transmembrane transport,BP,0.000591902779944676,0.028740168315091488,"P77463,P0AEF8,P77304,P23847,P0AAG0,P37313,P0AEG1,P77308",e,8,"(8, 439)","(19, 3901)","{'GO:0035672', 'GO:0042938'}"
GO:0140205,oligopeptide import across plasma membrane,BP,0.0007214670936505599,0.03002677332621854,"P0AFH2,P0AFH6,P77737,P76027",e,8,"(4, 439)","(5, 3901)","{'GO:0035672', 'GO:0098739'}"
GO:0140207,tripeptide import across plasma membrane,BP,0.0007214670936505599,0.03002677332621854,"P0AFH2,P0AFH6,P77737,P76027",e,9,"(4, 439)","(5, 3901)","{'GO:0035443', 'GO:0140205'}"
GO:0015834,peptidoglycan-associated peptide transport,BP,0.0007214670936505599,0.03002677332621854,"P0AFH2,P0AFH6,P77737,P76027",e,7,"(4, 439)","(5, 3901)",{'GO:0015833'}
GO:0015846,polyamine transport,BP,0.0007214670936505599,0.03002677332621854,"P0AFK9,P31133,P31134,P76108",e,5,"(4, 439)","(5, 3901)",{'GO:0071705'}
GO:0015794,glycerol-3-phosphate transmembrane transport,BP,0.0007214670936505599,0.03002677332621854,"P10905,P10906,P0AG80,P10907",e,5,"(4, 439)","(5, 3901)","{'GO:0015711', 'GO:0015748', 'GO:0055085', 'GO:1901264'}"
GO:1905887,autoinducer AI-2 transmembrane transport,BP,0.0007214670936505599,0.03002677332621854,"P77672,P77257,P0AFS1,P76142",e,6,"(4, 439)","(5, 3901)",{'GO:0015791'}
GO:0035351,heme transmembrane transport,BP,0.0007400263644833826,0.030082932212022157,"P0AEF8,P23847,P0AAG0,P37313,P0AEG1",e,11,"(5, 439)","(8, 3901)","{'GO:0034755', 'GO:0015886'}"
GO:0019569,L-arabinose catabolic process to xylulose 5-phosphate,BP,0.001416531626029996,0.04671881664717798,"P08204,P08203,P08202",e,9,"(3, 439)","(3, 3901)","{'GO:1901159', 'GO:0019572'}"
GO:0019464,glycine decarboxylation via glycine cleavage system,BP,0.001416531626029996,0.04671881664717798,"P27248,P0A6T9,P33195",e,11,"(3, 439)","(3, 3901)",{'GO:0006546'}
GO:0006569,tryptophan catabolic process,BP,0.001416531626029996,0.04671881664717798,"P23173,P0A853,P0AD89",e,8,"(3, 439)","(3, 3901)","{'GO:0006586', 'GO:1901606', 'GO:0009074', 'GO:0042436'}"
GO:0019404,galactitol catabolic process,BP,0.001416531626029996,0.04671881664717798,"P0C8J6,P0C8J8,P0A9S3",e,8,"(3, 439)","(3, 3901)","{'GO:0019407', 'GO:0019402'}"
GO:0006546,glycine catabolic process,BP,0.001416531626029996,0.04671881664717798,"P27248,P33195,P0A825",e,10,"(3, 439)","(3, 3901)","{'GO:0006544', 'GO:0009071'}"
GO:0015761,mannose transmembrane transport,BP,0.001416531626029996,0.04671881664717798,"P69805,P69801,P69797",e,8,"(3, 439)","(3, 3901)",{'GO:0008645'}
GO:0045471,response to ethanol,BP,0.001416531626029996,0.04671881664717798,"P37685,P0A8S5,P39451",e,5,"(3, 439)","(3, 3901)",{'GO:0097305'}
GO:0042867,pyruvate catabolic process,BP,0.001416531626029996,0.04671881664717798,"P06959,P07003,P0AFG8",e,8,"(3, 439)","(3, 3901)","{'GO:0006090', 'GO:0072329'}"
GO:0001407,glycerophosphodiester transmembrane transport,BP,0.001416531626029996,0.04671881664717798,"P10905,P0AG80,P10907",e,5,"(3, 439)","(3, 3901)","{'GO:0015711', 'GO:0015748', 'GO:0055085'}"
GO:0050918,positive chemotaxis,BP,0.001416531626029996,0.04671881664717798,"P23847,P02925,P06974",e,4,"(3, 439)","(3, 3901)",{'GO:0006935'}
GO:0042773,ATP synthesis coupled electron transport,BP,0.0015117759117391917,0.04893674618000198,"P33607,P0AFE4,P33602,P0AFF0,P0AFE8",e,6,"(5, 439)","(9, 3901)",{'GO:0022904'}
GO:0006355,regulation of DNA-templated transcription,BP,0.0003160841442497175,0.01674288133783352,"P0ABY7,Q06065,P0A8S9,P0ACL7,Q47141,P54901,P0A968,P39399,P0ACQ0,P77743,Q47129,P09546,P0ACH8,P06993,P69786",p,8,"(15, 439)","(288, 3901)","{'GO:2001141', 'GO:0010468'}"
