cell,subpopulation,label,umap_1,umap_2,pc_1,pc_2,group_axis_projection
233,A,0,5.4742045402526855,5.488300323486328,4.842261216069173,-1.4036774070134423,4.912353482039989
234,A,0,2.6776645183563232,7.0591349601745605,5.3204920736453865,1.9522626386989432,5.428117486326726
235,A,0,1.2964636087417603,6.76902961730957,6.814229285472651,9.371081417583762,6.892528849446706
236,A,0,2.109607696533203,7.077966213226318,6.545990075878582,6.00978887082132,6.601202919043812
237,A,0,1.9454679489135742,6.8857340812683105,5.351267639762035,7.220002269142694,5.538486195206877
238,A,0,3.5795013904571533,7.714970588684082,7.6575366733677095,0.9894990647899906,7.451523009578338
239,A,0,1.574020504951477,6.926637172698975,6.340035765716012,8.429706572265273,6.366262517808323
240,A,0,1.2583627700805664,7.030201435089111,6.015000845759638,13.41756555460061,6.310994307422779
241,A,0,5.529460430145264,7.260641574859619,6.63231523302804,-0.6944627103301404,6.34685137973864
242,A,0,4.764542102813721,7.5975236892700195,4.955476582558465,-2.1389228234825928,5.016010204085277
243,A,0,5.632132053375244,5.741941452026367,3.5494159085572665,-2.031802777758788,3.816644437505617
244,A,0,5.4283623695373535,5.3925933837890625,4.291329340261354,-2.170693108905175,4.574167267918112
245,A,0,2.126725673675537,6.611136436462402,7.2262690717518225,6.424945796609474,7.122570686725351
246,A,0,3.919675827026367,5.274777889251709,5.554240850457224,-2.7109716125926515,5.558846012545418
247,A,0,4.467414379119873,6.608723163604736,6.041039289416983,-0.1344354177316993,6.048390674509644
248,A,0,4.652848243713379,6.732090950012207,5.713481937372967,-0.14897319374217502,5.741381358751312
249,A,0,4.165343761444092,7.345704078674316,6.1362022984718445,-1.9363802906553278,6.077156277232976
250,A,0,1.2128037214279175,6.921642780303955,7.977760428215967,13.147798620383668,7.91668485307653
251,A,0,3.429464340209961,5.74126672744751,6.355152554424553,0.0903952422368473,6.212497437672287
252,A,0,5.654385566711426,8.52801513671875,4.905330965686343,-1.8285372982867403,5.0663906377580386
253,A,0,4.396877765655518,8.635286331176758,5.913578415739986,-2.0394170585175955,5.833547989983831
254,A,0,1.1971949338912964,6.810762405395508,6.469039123305981,9.65759080772994,6.598434748557206
255,A,0,4.167915344238281,6.921160697937012,4.89724281309284,-2.449278749674615,4.964377537883765
256,A,0,4.213503360748291,9.313804626464844,5.559654677520638,-1.4912895652438194,5.519226751313186
257,A,0,4.080265998840332,8.064692497253418,5.9194540967760405,1.3771450742316618,5.99579286560402
258,A,0,4.197294235229492,6.959110736846924,5.8015859142899115,-2.6471855518093306,5.745629124061788
259,A,0,3.980412244796753,5.097194194793701,5.800643998826285,-2.147215502959638,5.711852053038975
260,A,0,5.99744987487793,7.203463554382324,6.8695246394834335,-0.690379179962538,6.649769505092791
261,A,0,3.1434292793273926,6.489023208618164,5.46190195268134,1.415262976390149,5.522440913070787
262,A,0,4.249057769775391,9.293896675109863,5.245481166167727,3.0217758041634077,5.353136409499829
263,A,0,4.055190563201904,6.764289855957031,5.602858837992367,0.04961223798738721,5.574713884623208
264,A,0,3.3827755451202393,5.571111679077148,7.345430869475354,-1.6923347671191946,7.115667908256768
265,A,0,4.134040832519531,6.0484089851379395,5.04243976799241,-2.669711051925632,5.091908527925622
266,A,0,5.041572093963623,4.937599182128906,6.7257708360766815,4.1417923975345605,6.664360142864959
267,A,0,3.7219550609588623,6.057529926300049,5.880753913241878,-2.5319378971484428,5.75043656588517
268,A,0,4.247359275817871,6.33167839050293,5.0089513669305745,-0.20829281853710704,5.007377106964375
269,A,0,4.247641086578369,6.693313121795654,6.514424445398579,-0.9332219997713668,6.477426026336419
270,A,0,3.723217010498047,7.560020446777344,7.027178095724923,1.182352600030166,6.874276966300073
271,A,0,3.206707715988159,8.496085166931152,5.506436174346113,-2.0478525403081567,5.413647039686568
272,A,0,5.288723945617676,6.108741760253906,7.081416379050211,-0.4048964179223881,6.886062298334245
273,A,0,5.87025785446167,7.183938980102539,5.834616324655512,-1.1952211753224455,5.705388486543267
274,A,0,4.810513496398926,6.986990928649902,5.163553597357562,-2.5175219853054855,5.186939057077289
275,A,0,4.271039009094238,7.264128684997559,7.059778239924108,-1.7878290695672376,6.969617629682142
276,A,0,3.65987491607666,7.002213954925537,4.0593223912111815,-1.9343137378935682,4.3059093243307895
277,A,0,4.593637943267822,7.2020182609558105,5.985261165029516,-1.9585590630868752,5.922573784628578
278,A,0,5.317386150360107,5.042572021484375,4.012586355185411,1.6438685299974318,4.184961251567425
279,A,0,3.427194595336914,6.302753448486328,5.65126408490491,-1.608105819592011,5.517397719590516
280,A,0,1.715382695198059,7.109059810638428,5.952628482656582,8.474696073557695,6.152059424754249
281,A,0,0.9587507843971252,6.950893878936768,5.167277415449004,15.679471117357037,5.640115450775557
282,A,0,3.622727394104004,6.411193370819092,6.1294655210197595,-0.35579962614644134,6.103303773327721
283,A,0,5.664764404296875,5.22810697555542,4.22431896540568,-1.866341941498988,4.361590284195126
284,A,0,5.2254180908203125,8.055607795715332,6.182765520245858,-2.7366759953019186,6.065556894755742
285,A,0,0.9786731600761414,7.053508758544922,5.416048125260649,14.316201831838537,5.818301826212835
286,A,0,4.510139465332031,5.348662376403809,5.209344132571592,3.9682312357270293,5.337386172970598
