cell,subpopulation,label,umap_1,umap_2,pc_1,pc_2,group_axis_projection
375,A,0,4.699342250823975,2.1027355194091797,4.815853017185634,-1.1247838390096399,4.9210382622810735
376,A,0,3.153167247772217,2.0263407230377197,7.026471570922597,0.5128275920899534,6.887052108595108
377,A,0,3.4417755603790283,0.9220475554466248,6.29567645553797,0.7311326583662737,6.209521454295221
378,A,0,2.9874017238616943,1.887214183807373,5.7866691269635355,2.2954249070541892,5.7881718987299875
379,A,0,4.4010491371154785,2.6795876026153564,6.428594713650128,0.5871230866096316,6.356817535847715
380,A,0,3.021031141281128,3.1964988708496094,5.200176779478317,1.7373835785298577,5.223239696823114
381,A,0,4.482597827911377,2.0030179023742676,6.210004753204789,-0.8004668575667743,6.229182619801199
382,A,0,3.4810125827789307,2.84074330329895,5.921702107035278,1.4623494771488985,5.921274638828239
383,A,0,2.3098251819610596,1.9965085983276367,4.572768715042243,1.8168347342757847,4.701881406377412
384,A,0,3.623255491256714,2.756726026535034,5.4809578962921846,-0.34223646416559966,5.507751334887994
385,A,0,6.106581211090088,2.7876639366149902,2.738042990735839,-6.10269569341967,2.9210037935329436
386,A,0,2.998108148574829,2.8247456550598145,6.917575786718029,0.9180096283839464,6.839124398623968
387,A,0,2.9246463775634766,1.258596658706665,6.238356271113728,2.3837724841260877,6.11503841122621
388,A,0,3.298452615737915,3.0900466442108154,5.721814813817668,1.3692184745285885,5.70382311809565
389,A,0,3.2173690795898438,2.4760749340057373,5.624293140768353,0.9786841907008272,5.599685890481754
390,A,0,5.667055606842041,2.733347177505493,3.85964491538993,-5.5046406019713165,4.010441475811393
391,A,0,5.256902694702148,2.1950669288635254,4.983549822490642,-2.2932159753974237,5.095213961528778
392,A,0,3.045750379562378,2.350316286087036,5.977194913894758,0.9600174831890254,5.950194730694573
393,A,0,2.7349557876586914,3.32908034324646,4.754332398675966,2.066711012539056,4.806367125965479
394,A,0,3.026465654373169,3.654230833053589,4.9093410929407515,1.049141281386539,4.960001359561483
395,A,0,1.985749363899231,2.2133147716522217,5.059398816122003,0.5670535486383786,5.136222200152796
396,A,0,3.0327320098876953,0.9559878706932068,4.446239700386606,2.11227657651633,4.581415312916741
397,A,0,4.199958801269531,2.2643685340881348,6.070218789950702,2.1155520047174843,6.009916962818268
398,A,0,3.3133583068847656,3.425626754760742,5.439548526980692,3.395885754486554,5.4498277923985325
399,A,0,3.2231180667877197,1.2329628467559814,4.2199374833571195,2.3436296035915456,4.292185807583356
400,A,0,3.3470406532287598,0.9671390056610107,5.57947749483552,-0.11536158290213103,5.49610732538965
401,A,0,6.104208946228027,2.9898841381073,4.622046832960113,-7.047030127887104,4.718082362938294
402,A,0,6.069095611572266,2.6319589614868164,4.046156085567934,-7.632193667072569,4.290102737313298
403,A,0,3.306361198425293,1.7550663948059082,6.183815854681697,0.7606321780536641,6.098712153877455
404,A,0,2.993004560470581,1.6594487428665161,5.871273213245712,4.47184066163305,5.789116466267592
405,A,0,3.1257197856903076,1.7439035177230835,5.668531891840248,-0.03704271173318248,5.6968595126726775
406,A,0,6.061549186706543,2.7047433853149414,2.9089740481207147,-7.0295695188027185,3.175624346162987
407,A,0,3.3896963596343994,2.283703088760376,6.533013918588401,3.1841520996012806,6.397225012615534
408,A,0,3.702103853225708,3.6111977100372314,5.2011185727471565,-0.7350871653544817,5.292977668964434
409,A,0,4.328967571258545,3.3720216751098633,6.883011483882355,1.382076375126174,6.811448981329121
410,A,0,5.434100151062012,2.364319324493408,5.036279147977788,-5.463809522075983,5.1220579889296785
411,A,0,3.7392125129699707,2.5601704120635986,5.556283662748867,0.4385876357686246,5.597909951072559
412,A,0,2.7660419940948486,2.9291653633117676,5.423643789574722,0.028894938958537956,5.425915231032727
413,A,0,2.306252956390381,2.422088623046875,5.35044972391023,0.37438501301142163,5.430150543023523
414,A,0,2.426701307296753,2.108278751373291,5.436903245459969,-0.502665163058891,5.417365986462736
415,A,0,2.794080972671509,2.155595541000366,5.418712729354037,2.4001895118970387,5.405950266797259
416,A,0,2.9075543880462646,0.9632012248039246,5.546748368553917,2.756991757652317,5.51129931383133
417,A,0,3.58469295501709,1.4725605249404907,4.4865123029305005,3.1294936870491057,4.543930845437486
