,EXP_A,EXP_B,EXP_C,VAPC_T2_A,VAPC_T2_B,VAPC_T2_C,VAPC_T5_A,VAPC_T5_B,VAPC_T5_C,VAPC_T5B_A,VAPC_T5B_B,VAPC_T5B_C,VAPC_TON_A,VAPC_TON_B,VAPC_TON_C
ulaA,0.0,0.0,4.0,4.0,4.0,4.0,14.0,20.0,21.0,55.0,43.0,50.0,58.0,72.0,65.0
ulaE,7.0,9.0,7.0,19.0,22.0,31.0,121.0,105.0,95.0,217.0,251.0,270.0,276.0,304.0,279.0
ulaF,1.0,0.0,1.0,8.0,9.0,11.0,29.0,34.0,54.0,73.0,82.0,72.0,100.0,94.0,107.0
ulaG,1.0,1.0,3.0,15.0,9.0,7.0,51.0,61.0,48.0,101.0,92.0,113.0,161.0,172.0,158.0
ulaR,5.0,6.0,4.0,12.0,17.0,18.0,55.0,71.0,59.0,111.0,120.0,112.0,143.0,166.0,167.0
umuC,2.0,0.0,2.0,19.0,22.0,20.0,80.0,69.0,83.0,165.0,135.0,140.0,190.0,191.0,183.0
umuD,0.0,0.0,1.0,8.0,8.0,8.0,28.0,29.0,30.0,48.0,54.0,49.0,66.0,72.0,58.0
upp,5.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,6.0,1.0,3.0,0.0,3.0,3.0,1.0
uraA,18.0,15.0,28.0,21.0,25.0,15.0,66.0,61.0,62.0,112.0,93.0,87.0,123.0,140.0,127.0
usg,1.0,1.0,6.0,2.0,3.0,1.0,1.0,7.0,2.0,5.0,1.0,2.0,4.0,2.0,2.0
ushA,14.0,14.0,11.0,12.0,9.0,13.0,55.0,49.0,53.0,65.0,75.0,73.0,123.0,123.0,127.0
uspA,12.0,27.0,16.0,15.0,5.0,7.0,24.0,20.0,19.0,19.0,24.0,27.0,28.0,41.0,28.0
uspB,1.0,5.0,1.0,4.0,5.0,0.0,17.0,18.0,18.0,38.0,41.0,52.0,52.0,52.0,45.0
uspE,23.0,23.0,14.0,20.0,21.0,23.0,59.0,45.0,61.0,52.0,63.0,60.0,72.0,91.0,89.0
uspF,17.0,18.0,7.0,13.0,15.0,6.0,30.0,37.0,35.0,41.0,53.0,36.0,78.0,66.0,71.0
uspG,8.0,1.0,6.0,12.0,17.0,16.0,32.0,24.0,36.0,42.0,69.0,59.0,80.0,73.0,71.0
uup,16.0,20.0,19.0,63.0,61.0,53.0,145.0,130.0,141.0,145.0,151.0,160.0,172.0,222.0,179.0
uvrA,8.0,15.0,1.0,36.0,29.0,35.0,109.0,78.0,88.0,113.0,115.0,124.0,163.0,174.0,168.0
uvrB,9.0,5.0,10.0,33.0,25.0,17.0,64.0,74.0,75.0,84.0,71.0,77.0,99.0,120.0,138.0
uvrC,3.0,9.0,5.0,23.0,18.0,16.0,70.0,99.0,93.0,139.0,152.0,141.0,182.0,185.0,162.0
uvrD,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,5.0,11.0,9.0,6.0,9.0,7.0,7.0
uvrY,20.0,19.0,15.0,28.0,38.0,27.0,84.0,89.0,97.0,95.0,122.0,125.0,129.0,128.0,109.0
uxaB,4.0,5.0,6.0,16.0,9.0,10.0,60.0,84.0,66.0,129.0,145.0,131.0,164.0,182.0,176.0
uxaC,42.0,25.0,29.0,34.0,28.0,23.0,135.0,174.0,152.0,242.0,234.0,254.0,320.0,339.0,277.0
uxuA,7.0,8.0,9.0,0.0,5.0,2.0,18.0,7.0,11.0,28.0,25.0,20.0,29.0,31.0,33.0
uxuB,0.0,5.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,6.0,8.0,1.0,4.0,2.0,5.0
uxuR,4.0,3.0,4.0,9.0,6.0,5.0,34.0,27.0,34.0,63.0,56.0,57.0,81.0,81.0,76.0
vacJ,1.0,1.0,2.0,9.0,8.0,4.0,9.0,8.0,10.0,11.0,7.0,9.0,6.0,6.0,9.0
valS,100.0,111.0,121.0,204.0,198.0,192.0,352.0,372.0,328.0,282.0,292.0,296.0,341.0,324.0,353.0
vapC,32.0,24.0,38.0,1497.0,1439.0,1375.0,2096.0,2267.0,2191.0,2691.0,2696.0,2796.0,2458.0,2415.0,2578.0
viaA,1.0,1.0,0.0,1.0,5.0,2.0,17.0,15.0,20.0,27.0,34.0,32.0,41.0,38.0,45.0
visC,17.0,11.0,13.0,26.0,27.0,15.0,92.0,104.0,98.0,162.0,172.0,147.0,243.0,226.0,246.0
vsr,0.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,4.0,6.0,7.0,10.0,10.0,7.0
wbbH,16.0,14.0,33.0,32.0,40.0,55.0,100.0,90.0,103.0,167.0,150.0,151.0,210.0,165.0,182.0
wbbI,45.0,54.0,54.0,53.0,52.0,68.0,129.0,113.0,126.0,183.0,185.0,162.0,256.0,241.0,246.0
wbbJ,8.0,12.0,7.0,14.0,4.0,13.0,31.0,24.0,24.0,42.0,45.0,42.0,40.0,31.0,42.0
wbbK,35.0,27.0,36.0,22.0,33.0,48.0,72.0,91.0,82.0,124.0,121.0,92.0,123.0,122.0,146.0
wbbL,11.0,21.0,15.0,20.0,17.0,9.0,43.0,47.0,62.0,91.0,88.0,67.0,78.0,99.0,108.0
wcaA,0.0,1.0,0.0,0.0,0.0,1.0,11.0,8.0,4.0,14.0,14.0,15.0,26.0,33.0,22.0
wcaC,0.0,1.0,0.0,1.0,4.0,0.0,14.0,4.0,7.0,9.0,17.0,21.0,21.0,21.0,17.0
wcaD,4.0,1.0,2.0,10.0,23.0,12.0,44.0,60.0,64.0,101.0,96.0,98.0,149.0,110.0,141.0
wcaE,2.0,1.0,5.0,11.0,19.0,25.0,116.0,96.0,101.0,220.0,207.0,192.0,288.0,282.0,300.0
wcaF,0.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,10.0,11.0,10.0,16.0,19.0,15.0,20.0
wcaI,1.0,1.0,2.0,7.0,7.0,5.0,58.0,50.0,49.0,75.0,97.0,87.0,136.0,147.0,117.0
wcaJ,2.0,2.0,5.0,14.0,15.0,17.0,108.0,95.0,112.0,221.0,212.0,218.0,306.0,260.0,309.0
wcaK,0.0,0.0,0.0,1.0,5.0,3.0,37.0,28.0,45.0,63.0,74.0,67.0,77.0,106.0,87.0
wcaL,0.0,1.0,0.0,0.0,5.0,5.0,15.0,13.0,14.0,22.0,31.0,22.0,37.0,57.0,36.0
wcaM,2.0,4.0,5.0,8.0,6.0,7.0,62.0,49.0,47.0,78.0,102.0,88.0,145.0,167.0,161.0
wza,0.0,6.0,0.0,12.0,6.0,13.0,74.0,54.0,67.0,125.0,139.0,142.0,149.0,165.0,174.0
wzc,3.0,0.0,1.0,4.0,6.0,8.0,62.0,53.0,56.0,91.0,90.0,83.0,145.0,119.0,139.0
wzxC,1.0,0.0,3.0,6.0,4.0,3.0,49.0,39.0,48.0,73.0,76.0,68.0,96.0,122.0,98.0
wzxE,4.0,1.0,2.0,5.0,4.0,3.0,35.0,29.0,31.0,47.0,69.0,57.0,70.0,70.0,74.0
wzyE,0.0,3.0,0.0,1.0,0.0,1.0,5.0,9.0,3.0,16.0,29.0,23.0,11.0,23.0,15.0
xapA,1.0,2.0,2.0,21.0,20.0,23.0,92.0,95.0,80.0,156.0,161.0,133.0,206.0,211.0,207.0
xapB,2.0,6.0,1.0,11.0,5.0,6.0,41.0,33.0,41.0,69.0,57.0,67.0,69.0,85.0,81.0
xapR,2.0,4.0,1.0,7.0,6.0,2.0,17.0,10.0,10.0,11.0,23.0,16.0,26.0,25.0,17.0
xdhA,13.0,5.0,2.0,32.0,34.0,20.0,131.0,163.0,145.0,246.0,247.0,255.0,347.0,338.0,340.0
xdhB,2.0,0.0,1.0,6.0,6.0,6.0,55.0,46.0,48.0,121.0,108.0,113.0,150.0,144.0,138.0
xdhC,1.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,8.0,3.0,10.0,14.0,16.0,30.0,15.0
xdhD,4.0,1.0,3.0,25.0,27.0,30.0,94.0,106.0,115.0,180.0,176.0,194.0,262.0,295.0,263.0
xerC,22.0,10.0,25.0,9.0,6.0,4.0,51.0,76.0,57.0,81.0,87.0,90.0,133.0,156.0,113.0
xerD,15.0,10.0,17.0,28.0,14.0,24.0,89.0,88.0,85.0,151.0,109.0,137.0,187.0,184.0,159.0
xni,28.0,9.0,26.0,41.0,33.0,34.0,113.0,90.0,88.0,174.0,199.0,193.0,261.0,204.0,246.0
xseA,5.0,4.0,1.0,5.0,4.0,7.0,41.0,40.0,34.0,55.0,39.0,41.0,73.0,76.0,65.0
xthA,5.0,5.0,6.0,9.0,5.0,8.0,28.0,31.0,26.0,39.0,41.0,22.0,48.0,53.0,71.0
xylA,4.0,12.0,2.0,29.0,26.0,28.0,83.0,109.0,98.0,164.0,176.0,163.0,210.0,248.0,206.0
xylB,4.0,0.0,3.0,8.0,17.0,7.0,70.0,52.0,66.0,95.0,113.0,105.0,143.0,116.0,126.0
xylE,0.0,3.0,1.0,9.0,2.0,9.0,53.0,53.0,69.0,126.0,141.0,131.0,160.0,187.0,177.0
xylF,10.0,12.0,19.0,12.0,9.0,12.0,83.0,70.0,85.0,129.0,146.0,120.0,188.0,233.0,214.0
xylG,5.0,15.0,14.0,15.0,15.0,13.0,119.0,128.0,113.0,202.0,208.0,197.0,281.0,276.0,271.0
xylH,0.0,0.0,0.0,2.0,3.0,5.0,27.0,26.0,27.0,81.0,74.0,49.0,80.0,61.0,84.0
xylR,1.0,3.0,0.0,16.0,7.0,11.0,91.0,104.0,78.0,162.0,168.0,147.0,196.0,226.0,207.0
yaaA,9.0,11.0,11.0,18.0,21.0,16.0,117.0,120.0,108.0,186.0,178.0,182.0,252.0,276.0,272.0
yaaH,1.0,5.0,0.0,52.0,53.0,62.0,84.0,82.0,94.0,60.0,54.0,58.0,49.0,54.0,64.0
yaaI,1.0,2.0,1.0,8.0,3.0,3.0,28.0,27.0,36.0,56.0,56.0,54.0,78.0,84.0,100.0
yaaJ,0.0,1.0,4.0,14.0,14.0,22.0,114.0,88.0,92.0,218.0,202.0,215.0,273.0,291.0,285.0
yaaU,2.0,1.0,4.0,20.0,11.0,8.0,74.0,70.0,61.0,140.0,134.0,116.0,171.0,186.0,186.0
yaaW,0.0,0.0,2.0,5.0,7.0,7.0,50.0,38.0,42.0,69.0,69.0,77.0,109.0,101.0,123.0
yaaX,2.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0
yabI,7.0,5.0,7.0,26.0,20.0,20.0,86.0,95.0,122.0,165.0,178.0,168.0,222.0,236.0,244.0
yabP,19.0,17.0,30.0,90.0,90.0,70.0,227.0,261.0,262.0,365.0,381.0,333.0,503.0,509.0,514.0
yacF,7.0,11.0,8.0,16.0,16.0,13.0,77.0,64.0,59.0,131.0,121.0,129.0,153.0,175.0,147.0
yacG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
yacH,1.0,0.0,0.0,6.0,5.0,2.0,23.0,22.0,20.0,53.0,25.0,42.0,53.0,51.0,54.0
yacL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0
yadB,0.0,1.0,3.0,10.0,9.0,6.0,17.0,20.0,21.0,31.0,23.0,26.0,25.0,25.0,25.0
yadC,2.0,2.0,5.0,24.0,39.0,25.0,106.0,110.0,136.0,216.0,224.0,206.0,288.0,273.0,276.0
yadD,15.0,1.0,7.0,16.0,9.0,11.0,73.0,64.0,99.0,118.0,100.0,128.0,181.0,190.0,170.0
yadE,1.0,2.0,1.0,6.0,5.0,3.0,30.0,29.0,26.0,50.0,57.0,47.0,93.0,83.0,83.0
yadG,29.0,11.0,13.0,38.0,29.0,28.0,83.0,68.0,83.0,114.0,112.0,131.0,140.0,140.0,141.0
yadH,6.0,10.0,8.0,15.0,15.0,17.0,91.0,75.0,102.0,127.0,183.0,142.0,199.0,187.0,198.0
yadI,3.0,2.0,0.0,0.0,2.0,0.0,13.0,18.0,17.0,22.0,22.0,25.0,30.0,41.0,35.0
yadK,2.0,2.0,4.0,32.0,30.0,27.0,172.0,210.0,207.0,360.0,342.0,354.0,472.0,454.0,490.0
yadL,3.0,6.0,5.0,35.0,29.0,35.0,148.0,149.0,133.0,232.0,217.0,195.0,328.0,332.0,308.0
yadM,4.0,2.0,7.0,29.0,24.0,27.0,146.0,145.0,161.0,268.0,260.0,218.0,338.0,353.0,397.0
yadN,2.0,2.0,2.0,32.0,16.0,20.0,113.0,106.0,119.0,184.0,159.0,170.0,248.0,253.0,263.0
yadR,13.0,12.0,24.0,49.0,50.0,37.0,79.0,62.0,77.0,60.0,45.0,53.0,64.0,50.0,58.0
yadS,0.0,0.0,0.0,3.0,6.0,3.0,25.0,24.0,29.0,39.0,47.0,49.0,59.0,42.0,64.0
yaeF,6.0,6.0,3.0,39.0,49.0,44.0,234.0,201.0,232.0,384.0,406.0,368.0,498.0,486.0,454.0
yaeH,7.0,2.0,8.0,4.0,1.0,2.0,18.0,21.0,19.0,33.0,37.0,48.0,54.0,58.0,58.0
yaeI,0.0,9.0,1.0,15.0,4.0,7.0,85.0,91.0,91.0,119.0,141.0,132.0,188.0,190.0,206.0
yaeJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,6.0,2.0,2.0,6.0,2.0
yaeP,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0
yaeQ,1.0,6.0,7.0,10.0,9.0,6.0,29.0,32.0,21.0,33.0,39.0,44.0,52.0,46.0,39.0
yaeR,1.0,2.0,1.0,4.0,5.0,6.0,12.0,17.0,32.0,32.0,34.0,35.0,39.0,37.0,52.0
yafC,0.0,3.0,4.0,10.0,7.0,12.0,81.0,68.0,86.0,125.0,153.0,144.0,192.0,200.0,198.0
yafD,7.0,4.0,0.0,7.0,11.0,8.0,23.0,54.0,27.0,41.0,55.0,50.0,68.0,60.0,44.0
yafE,2.0,3.0,4.0,15.0,12.0,17.0,82.0,73.0,74.0,143.0,142.0,124.0,167.0,196.0,190.0
yafF,2.0,2.0,1.0,21.0,18.0,21.0,43.0,49.0,51.0,58.0,44.0,56.0,64.0,68.0,83.0
yafJ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0
yafK,12.0,7.0,23.0,56.0,43.0,41.0,138.0,122.0,94.0,149.0,165.0,151.0,194.0,192.0,185.0
yafL,4.0,4.0,5.0,11.0,10.0,10.0,88.0,82.0,67.0,112.0,109.0,140.0,199.0,207.0,201.0
yafM,1.0,2.0,2.0,8.0,6.0,8.0,49.0,36.0,51.0,71.0,100.0,82.0,111.0,120.0,142.0
yafN,1.0,1.0,0.0,3.0,2.0,2.0,22.0,15.0,16.0,28.0,39.0,33.0,55.0,51.0,42.0
yafO,5.0,12.0,11.0,59.0,35.0,32.0,164.0,137.0,153.0,239.0,224.0,235.0,279.0,301.0,273.0
yafP,1.0,0.0,3.0,3.0,4.0,5.0,21.0,17.0,18.0,25.0,36.0,24.0,32.0,48.0,32.0
yafQ,4.0,4.0,6.0,15.0,10.0,30.0,40.0,44.0,43.0,60.0,49.0,46.0,76.0,62.0,83.0
yafS,3.0,7.0,7.0,21.0,16.0,8.0,62.0,64.0,72.0,109.0,110.0,90.0,143.0,151.0,134.0
yafT,0.0,8.0,5.0,39.0,36.0,30.0,116.0,116.0,139.0,186.0,221.0,215.0,241.0,253.0,260.0
yafU,0.0,3.0,1.0,5.0,6.0,10.0,58.0,38.0,63.0,111.0,128.0,131.0,150.0,149.0,167.0
yafV,0.0,1.0,0.0,7.0,1.0,1.0,14.0,9.0,15.0,17.0,23.0,21.0,33.0,36.0,27.0
yafW,1.0,0.0,0.0,1.0,3.0,4.0,24.0,26.0,26.0,71.0,67.0,46.0,78.0,85.0,77.0
yafX,0.0,0.0,0.0,8.0,3.0,3.0,19.0,9.0,18.0,29.0,30.0,38.0,27.0,44.0,33.0
yafY,0.0,0.0,2.0,4.0,1.0,0.0,2.0,6.0,3.0,4.0,7.0,2.0,5.0,7.0,7.0
yafZ,0.0,0.0,0.0,0.0,1.0,0.0,8.0,5.0,2.0,8.0,0.0,8.0,6.0,3.0,8.0
yagB,8.0,0.0,2.0,5.0,1.0,7.0,13.0,26.0,24.0,32.0,16.0,34.0,54.0,52.0,55.0
yagH,0.0,0.0,1.0,1.0,2.0,2.0,8.0,29.0,25.0,33.0,30.0,30.0,59.0,44.0,43.0
yagJ,2.0,4.0,8.0,49.0,72.0,42.0,205.0,206.0,203.0,312.0,333.0,322.0,441.0,456.0,446.0
yagK,3.0,5.0,5.0,50.0,47.0,52.0,171.0,181.0,195.0,300.0,303.0,315.0,400.0,410.0,401.0
yagL,2.0,4.0,2.0,39.0,44.0,39.0,206.0,191.0,212.0,333.0,353.0,341.0,478.0,436.0,472.0
yagM,3.0,4.0,4.0,13.0,16.0,11.0,91.0,85.0,100.0,150.0,166.0,136.0,221.0,234.0,217.0
yagN,3.0,5.0,0.0,7.0,5.0,8.0,34.0,38.0,39.0,53.0,64.0,57.0,81.0,64.0,76.0
yagP,0.0,2.0,1.0,1.0,2.0,4.0,29.0,22.0,24.0,30.0,29.0,35.0,59.0,59.0,50.0
yagR,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,6.0,8.0,6.0,9.0,12.0,12.0
yagS,0.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,3.0,7.0,5.0,5.0,10.0,7.0,14.0
yagT,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,9.0,11.0,11.0,11.0,17.0,6.0,13.0
yagU,2.0,8.0,7.0,16.0,19.0,30.0,77.0,86.0,85.0,138.0,163.0,162.0,187.0,191.0,213.0
yagV,5.0,1.0,1.0,15.0,25.0,25.0,154.0,140.0,159.0,229.0,228.0,239.0,381.0,355.0,344.0
yagW,1.0,0.0,1.0,1.0,4.0,4.0,27.0,24.0,23.0,39.0,58.0,33.0,42.0,71.0,44.0
yagX,3.0,2.0,0.0,22.0,16.0,15.0,89.0,101.0,80.0,191.0,206.0,196.0,259.0,253.0,264.0
yagY,0.0,0.0,0.0,6.0,1.0,7.0,22.0,20.0,26.0,40.0,30.0,53.0,62.0,55.0,50.0
yagZ,2.0,1.0,1.0,2.0,4.0,4.0,19.0,30.0,20.0,46.0,33.0,40.0,72.0,71.0,66.0
yahA,4.0,8.0,1.0,104.0,105.0,107.0,123.0,144.0,134.0,151.0,123.0,137.0,164.0,161.0,169.0
yahB,1.0,0.0,0.0,10.0,12.0,15.0,73.0,87.0,81.0,122.0,143.0,104.0,162.0,194.0,181.0
yahC,2.0,3.0,0.0,4.0,10.0,11.0,79.0,69.0,65.0,144.0,126.0,136.0,191.0,178.0,192.0
yahD,7.0,6.0,7.0,45.0,40.0,32.0,135.0,136.0,150.0,222.0,216.0,211.0,292.0,319.0,307.0
yahE,4.0,9.0,2.0,16.0,18.0,20.0,94.0,89.0,113.0,163.0,195.0,169.0,228.0,212.0,240.0
yahF,0.0,0.0,0.0,2.0,4.0,2.0,19.0,14.0,15.0,20.0,28.0,23.0,38.0,40.0,13.0
yahG,0.0,0.0,0.0,10.0,6.0,11.0,16.0,14.0,12.0,15.0,22.0,23.0,26.0,29.0,38.0
yahH,7.0,4.0,3.0,5.0,6.0,1.0,23.0,21.0,18.0,43.0,45.0,39.0,33.0,41.0,32.0
yahI,2.0,5.0,2.0,20.0,10.0,9.0,38.0,60.0,38.0,93.0,80.0,85.0,111.0,116.0,113.0
yahJ,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0
yahK,11.0,9.0,7.0,25.0,20.0,27.0,65.0,76.0,88.0,128.0,125.0,106.0,160.0,170.0,180.0
yahL,0.0,7.0,1.0,14.0,15.0,13.0,96.0,113.0,93.0,178.0,232.0,236.0,271.0,290.0,262.0
yahM,3.0,3.0,2.0,21.0,18.0,20.0,47.0,55.0,63.0,82.0,78.0,81.0,104.0,113.0,116.0
yahN,4.0,1.0,2.0,9.0,0.0,1.0,45.0,40.0,42.0,67.0,82.0,73.0,99.0,105.0,125.0
yahO,0.0,1.0,1.0,3.0,0.0,8.0,19.0,15.0,9.0,21.0,19.0,24.0,26.0,35.0,32.0
yaiA,0.0,1.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,1.0,4.0,4.0,5.0,6.0,6.0
yaiC,1.0,0.0,2.0,14.0,8.0,7.0,34.0,32.0,46.0,59.0,60.0,69.0,79.0,68.0,85.0
yaiE,3.0,1.0,1.0,3.0,7.0,3.0,21.0,16.0,19.0,24.0,38.0,33.0,42.0,54.0,43.0
yaiL,10.0,6.0,17.0,28.0,18.0,14.0,113.0,114.0,124.0,162.0,183.0,153.0,288.0,297.0,230.0
yaiO,2.0,0.0,0.0,14.0,10.0,12.0,78.0,52.0,64.0,100.0,111.0,102.0,164.0,164.0,152.0
yaiP,0.0,0.0,0.0,6.0,2.0,6.0,37.0,42.0,31.0,71.0,79.0,61.0,97.0,90.0,93.0
yaiS,0.0,1.0,1.0,5.0,4.0,6.0,45.0,52.0,38.0,76.0,70.0,66.0,129.0,110.0,126.0
yaiT,11.0,13.0,14.0,109.0,95.0,79.0,428.0,368.0,404.0,611.0,610.0,642.0,763.0,719.0,729.0
yaiV,1.0,1.0,2.0,1.0,10.0,5.0,49.0,43.0,42.0,69.0,72.0,80.0,135.0,134.0,115.0
yaiW,2.0,9.0,1.0,18.0,7.0,7.0,78.0,62.0,43.0,92.0,84.0,79.0,144.0,127.0,132.0
yaiX,2.0,3.0,8.0,18.0,22.0,13.0,116.0,81.0,119.0,149.0,176.0,170.0,203.0,233.0,220.0
yaiZ,6.0,3.0,5.0,1.0,0.0,1.0,10.0,10.0,8.0,11.0,20.0,10.0,18.0,32.0,20.0
yajC,80.0,106.0,91.0,82.0,96.0,89.0,173.0,190.0,191.0,185.0,179.0,181.0,179.0,189.0,212.0
yajD,5.0,4.0,10.0,24.0,30.0,25.0,85.0,79.0,105.0,112.0,77.0,122.0,147.0,152.0,135.0
yajG,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
yajI,2.0,0.0,0.0,0.0,2.0,3.0,10.0,11.0,8.0,13.0,19.0,14.0,30.0,32.0,30.0
yajL,1.0,2.0,0.0,3.0,2.0,5.0,14.0,14.0,7.0,16.0,23.0,16.0,22.0,23.0,25.0
yajO,2.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,8.0,12.0,15.0,8.0,21.0,9.0,16.0
yajQ,6.0,5.0,8.0,6.0,5.0,4.0,10.0,18.0,11.0,18.0,27.0,24.0,16.0,20.0,25.0
yajR,5.0,8.0,4.0,10.0,14.0,18.0,61.0,54.0,64.0,91.0,117.0,100.0,120.0,118.0,103.0
ybaA,2.0,0.0,2.0,26.0,17.0,17.0,46.0,53.0,43.0,61.0,77.0,63.0,90.0,98.0,85.0
ybaB,13.0,10.0,13.0,14.0,8.0,7.0,16.0,22.0,13.0,26.0,36.0,17.0,28.0,32.0,32.0
ybaE,1.0,2.0,0.0,10.0,11.0,12.0,77.0,82.0,82.0,143.0,131.0,136.0,212.0,202.0,213.0
ybaJ,0.0,1.0,2.0,16.0,9.0,8.0,27.0,25.0,21.0,29.0,25.0,25.0,40.0,31.0,40.0
ybaK,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,9.0,3.0,5.0,10.0,8.0,6.0
ybaL,0.0,1.0,0.0,4.0,0.0,2.0,6.0,8.0,3.0,15.0,11.0,6.0,15.0,16.0,9.0
ybaM,1.0,2.0,5.0,23.0,19.0,16.0,39.0,42.0,54.0,67.0,78.0,58.0,94.0,77.0,79.0
ybaN,1.0,0.0,2.0,1.0,2.0,2.0,3.0,7.0,3.0,5.0,6.0,3.0,13.0,9.0,11.0
ybaP,0.0,1.0,1.0,4.0,0.0,4.0,12.0,14.0,10.0,19.0,27.0,20.0,33.0,17.0,35.0
ybaQ,10.0,12.0,14.0,78.0,78.0,81.0,358.0,398.0,399.0,651.0,703.0,694.0,894.0,926.0,921.0
ybaS,3.0,3.0,1.0,10.0,10.0,7.0,70.0,43.0,73.0,125.0,129.0,123.0,205.0,192.0,171.0
ybaT,1.0,7.0,1.0,3.0,5.0,5.0,19.0,25.0,34.0,67.0,36.0,63.0,57.0,74.0,69.0
ybaW,3.0,1.0,1.0,5.0,8.0,6.0,19.0,33.0,26.0,67.0,46.0,58.0,60.0,64.0,53.0
ybaY,6.0,0.0,6.0,2.0,4.0,2.0,9.0,19.0,14.0,11.0,26.0,20.0,32.0,29.0,32.0
ybaZ,15.0,9.0,14.0,14.0,13.0,12.0,60.0,50.0,38.0,73.0,60.0,76.0,100.0,121.0,99.0
ybbA,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,5.0,9.0,3.0
ybbB,1.0,0.0,0.0,3.0,1.0,1.0,14.0,7.0,12.0,14.0,13.0,16.0,20.0,12.0,20.0
ybbC,4.0,0.0,0.0,20.0,24.0,18.0,34.0,40.0,38.0,67.0,68.0,54.0,72.0,86.0,78.0
ybbD,1.0,0.0,1.0,2.0,3.0,1.0,10.0,13.0,16.0,17.0,28.0,28.0,24.0,33.0,25.0
ybbJ,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0
ybbK,4.0,4.0,4.0,26.0,34.0,25.0,105.0,92.0,102.0,153.0,151.0,160.0,178.0,220.0,220.0
ybbL,11.0,16.0,11.0,57.0,33.0,42.0,278.0,240.0,249.0,457.0,470.0,459.0,553.0,525.0,572.0
ybbM,3.0,1.0,1.0,6.0,8.0,5.0,28.0,36.0,44.0,60.0,61.0,60.0,84.0,99.0,70.0
ybbO,5.0,3.0,9.0,6.0,5.0,8.0,24.0,32.0,41.0,53.0,53.0,43.0,74.0,66.0,72.0
ybbP,5.0,0.0,0.0,6.0,6.0,1.0,19.0,24.0,28.0,35.0,45.0,48.0,80.0,69.0,68.0
ybbS,0.0,0.0,0.0,13.0,5.0,9.0,42.0,36.0,41.0,81.0,74.0,80.0,113.0,93.0,95.0
ybbV,1.0,4.0,4.0,13.0,8.0,11.0,60.0,51.0,40.0,109.0,111.0,100.0,150.0,126.0,142.0
ybbW,0.0,1.0,0.0,6.0,1.0,5.0,17.0,12.0,11.0,23.0,28.0,23.0,30.0,31.0,19.0
ybbY,0.0,0.0,0.0,7.0,4.0,6.0,20.0,19.0,25.0,39.0,45.0,46.0,73.0,78.0,57.0
ybcH,2.0,0.0,0.0,8.0,2.0,3.0,13.0,8.0,13.0,22.0,19.0,25.0,26.0,23.0,30.0
ybcI,0.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,3.0,3.0,6.0,6.0,5.0,7.0,8.0
ybcK,2.0,5.0,4.0,12.0,14.0,10.0,98.0,119.0,100.0,175.0,168.0,196.0,242.0,257.0,233.0
ybcL,5.0,5.0,6.0,29.0,19.0,24.0,108.0,79.0,85.0,166.0,144.0,174.0,217.0,207.0,217.0
ybcM,3.0,2.0,9.0,51.0,42.0,66.0,118.0,146.0,112.0,187.0,174.0,157.0,274.0,226.0,256.0
ybcN,1.0,0.0,1.0,8.0,1.0,8.0,13.0,18.0,15.0,29.0,28.0,23.0,42.0,28.0,50.0
ybcO,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,6.0,6.0,5.0,6.0,3.0,2.0
ybcQ,1.0,1.0,0.0,2.0,3.0,4.0,10.0,10.0,8.0,15.0,13.0,10.0,14.0,21.0,17.0
