,EXP_A,EXP_B,EXP_C,VAPC_T2_A,VAPC_T2_B,VAPC_T2_C,VAPC_T5_A,VAPC_T5_B,VAPC_T5_C,VAPC_T5B_A,VAPC_T5B_B,VAPC_T5B_C,VAPC_TON_A,VAPC_TON_B,VAPC_TON_C
flgM,95.0,100.0,100.0,66.0,49.0,66.0,48.0,33.0,35.0,35.0,37.0,35.0,35.0,37.0,25.0
flgN,76.0,79.0,58.0,37.0,57.0,47.0,34.0,26.0,31.0,39.0,41.0,35.0,39.0,38.0,42.0
flhA,23.0,35.0,35.0,22.0,15.0,17.0,39.0,29.0,38.0,64.0,57.0,82.0,68.0,78.0,55.0
flhB,7.0,1.0,5.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0
flhC,39.0,33.0,54.0,20.0,20.0,20.0,61.0,52.0,44.0,72.0,71.0,65.0,115.0,129.0,102.0
flhD,2.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0
fliA,71.0,99.0,106.0,44.0,55.0,37.0,39.0,31.0,41.0,26.0,43.0,27.0,43.0,32.0,41.0
fliC,2277.0,2266.0,2405.0,916.0,963.0,971.0,511.0,475.0,488.0,323.0,254.0,319.0,222.0,240.0,218.0
fliD,286.0,282.0,241.0,151.0,119.0,109.0,126.0,130.0,131.0,209.0,189.0,164.0,210.0,227.0,206.0
fliF,25.0,24.0,19.0,0.0,1.0,1.0,9.0,6.0,10.0,20.0,19.0,21.0,20.0,15.0,14.0
fliG,88.0,65.0,56.0,6.0,8.0,10.0,39.0,45.0,48.0,92.0,108.0,97.0,151.0,130.0,105.0
fliH,45.0,53.0,73.0,2.0,0.0,6.0,23.0,16.0,12.0,48.0,33.0,45.0,61.0,61.0,70.0
fliI,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0
fliJ,18.0,25.0,11.0,3.0,3.0,4.0,27.0,28.0,30.0,54.0,47.0,58.0,67.0,72.0,75.0
fliK,2.0,17.0,11.0,1.0,0.0,2.0,11.0,14.0,6.0,20.0,16.0,16.0,28.0,21.0,29.0
fliL,10.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0
fliM,43.0,69.0,71.0,20.0,15.0,17.0,39.0,41.0,48.0,69.0,69.0,66.0,99.0,83.0,102.0
fliN,17.0,28.0,23.0,14.0,8.0,12.0,18.0,16.0,15.0,34.0,32.0,35.0,47.0,54.0,43.0
fliO,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,5.0,4.0,4.0
fliP,15.0,13.0,5.0,2.0,2.0,1.0,7.0,4.0,3.0,11.0,8.0,9.0,26.0,14.0,9.0
fliQ,9.0,4.0,5.0,0.0,0.0,2.0,14.0,12.0,13.0,23.0,17.0,23.0,22.0,18.0,23.0
fliR,6.0,6.0,1.0,7.0,5.0,11.0,25.0,41.0,44.0,63.0,71.0,55.0,101.0,107.0,100.0
fliS,100.0,97.0,114.0,34.0,27.0,28.0,45.0,53.0,37.0,73.0,57.0,59.0,78.0,75.0,72.0
fliT,17.0,15.0,12.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,0.0,1.0,2.0,4.0,3.0
fliY,173.0,127.0,191.0,191.0,231.0,201.0,292.0,300.0,276.0,199.0,221.0,225.0,187.0,179.0,194.0
fliZ,107.0,95.0,78.0,81.0,84.0,84.0,67.0,70.0,81.0,106.0,106.0,100.0,100.0,123.0,108.0
flk,0.0,1.0,3.0,2.0,0.0,5.0,44.0,29.0,46.0,51.0,64.0,55.0,70.0,73.0,94.0
flu,2.0,3.0,0.0,1.0,0.0,0.0,14.0,4.0,7.0,15.0,14.0,12.0,23.0,28.0,30.0
flxA,16.0,13.0,23.0,23.0,21.0,31.0,20.0,16.0,14.0,11.0,11.0,21.0,17.0,15.0,21.0
fmt,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,4.0,5.0,1.0
fnr,2.0,2.0,2.0,7.0,7.0,6.0,10.0,20.0,18.0,15.0,11.0,16.0,7.0,17.0,21.0
focA,4.0,6.0,1.0,4.0,2.0,4.0,14.0,9.0,12.0,19.0,22.0,20.0,39.0,35.0,26.0
folA,10.0,12.0,7.0,12.0,16.0,17.0,59.0,48.0,80.0,103.0,115.0,120.0,167.0,166.0,156.0
folB,1.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,8.0,6.0,11.0,8.0,15.0,14.0,17.0
folC,8.0,8.0,6.0,18.0,14.0,18.0,47.0,77.0,65.0,99.0,102.0,122.0,124.0,83.0,128.0
folD,5.0,3.0,2.0,12.0,10.0,9.0,42.0,44.0,48.0,92.0,100.0,106.0,140.0,111.0,139.0
folE,2.0,12.0,14.0,13.0,7.0,2.0,17.0,14.0,15.0,29.0,37.0,24.0,52.0,52.0,47.0
folK,34.0,19.0,12.0,37.0,41.0,38.0,139.0,141.0,150.0,194.0,234.0,226.0,288.0,284.0,303.0
folM,7.0,10.0,8.0,32.0,30.0,28.0,173.0,143.0,166.0,268.0,265.0,223.0,336.0,315.0,330.0
folP,2.0,0.0,3.0,4.0,2.0,1.0,7.0,11.0,12.0,10.0,10.0,18.0,15.0,20.0,24.0
folX,0.0,0.0,1.0,4.0,2.0,3.0,10.0,13.0,5.0,21.0,12.0,18.0,32.0,21.0,23.0
fpr,2.0,2.0,8.0,7.0,3.0,2.0,15.0,24.0,20.0,44.0,44.0,37.0,56.0,53.0,57.0
frc,7.0,4.0,3.0,13.0,23.0,17.0,106.0,113.0,109.0,195.0,209.0,213.0,245.0,318.0,247.0
frdA,6.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,9.0,14.0,18.0,25.0,23.0,21.0,24.0
frdB,5.0,2.0,7.0,2.0,3.0,3.0,7.0,16.0,13.0,15.0,17.0,13.0,14.0,21.0,18.0
frdC,5.0,6.0,7.0,9.0,3.0,1.0,7.0,14.0,27.0,36.0,27.0,27.0,54.0,45.0,47.0
frdD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fre,7.0,3.0,5.0,3.0,12.0,1.0,9.0,19.0,15.0,22.0,24.0,20.0,38.0,31.0,30.0
frlA,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,6.0,10.0,5.0,6.0,15.0,19.0,17.0
frlB,1.0,0.0,0.0,6.0,1.0,5.0,20.0,18.0,27.0,40.0,53.0,48.0,64.0,70.0,66.0
frlC,0.0,0.0,0.0,7.0,8.0,15.0,52.0,61.0,65.0,117.0,124.0,134.0,173.0,129.0,161.0
frlR,4.0,1.0,7.0,7.0,7.0,9.0,47.0,50.0,59.0,80.0,65.0,94.0,97.0,97.0,88.0
frmA,23.0,22.0,19.0,301.0,286.0,275.0,650.0,670.0,624.0,403.0,397.0,379.0,315.0,276.0,285.0
frmB,6.0,13.0,7.0,142.0,127.0,131.0,422.0,445.0,443.0,300.0,294.0,275.0,290.0,254.0,268.0
frmR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
frr,156.0,163.0,168.0,202.0,188.0,191.0,267.0,301.0,270.0,204.0,208.0,213.0,198.0,194.0,214.0
frsA,4.0,7.0,3.0,9.0,10.0,10.0,29.0,25.0,30.0,50.0,41.0,41.0,65.0,70.0,59.0
fruA,4.0,8.0,6.0,16.0,21.0,20.0,59.0,70.0,60.0,106.0,99.0,82.0,96.0,132.0,138.0
fruK,1.0,0.0,0.0,3.0,2.0,2.0,14.0,17.0,14.0,34.0,36.0,40.0,42.0,39.0,47.0
fruR,6.0,12.0,3.0,2.0,5.0,4.0,15.0,12.0,12.0,14.0,15.0,20.0,23.0,29.0,24.0
frvR,0.0,0.0,1.0,13.0,7.0,7.0,54.0,51.0,51.0,92.0,84.0,98.0,109.0,122.0,123.0
frvX,0.0,0.0,0.0,16.0,17.0,5.0,45.0,48.0,64.0,121.0,133.0,116.0,140.0,143.0,174.0
frwB,1.0,2.0,3.0,3.0,3.0,7.0,39.0,36.0,52.0,75.0,90.0,83.0,90.0,124.0,110.0
frwD,1.0,2.0,2.0,4.0,2.0,1.0,24.0,25.0,26.0,47.0,49.0,43.0,62.0,46.0,58.0
fsaA,0.0,0.0,0.0,2.0,2.0,4.0,33.0,21.0,27.0,51.0,53.0,36.0,62.0,61.0,55.0
fsaB,4.0,4.0,0.0,4.0,3.0,1.0,16.0,27.0,28.0,51.0,45.0,42.0,72.0,72.0,81.0
fsr,7.0,6.0,7.0,9.0,11.0,12.0,46.0,56.0,71.0,126.0,128.0,106.0,137.0,181.0,152.0
ftn,36.0,55.0,26.0,76.0,49.0,51.0,82.0,93.0,93.0,154.0,134.0,137.0,176.0,164.0,170.0
ftsA,43.0,45.0,58.0,102.0,114.0,112.0,160.0,197.0,188.0,184.0,200.0,191.0,254.0,268.0,231.0
ftsB,0.0,0.0,2.0,11.0,10.0,5.0,21.0,17.0,14.0,14.0,18.0,12.0,14.0,12.0,15.0
ftsE,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
ftsH,191.0,181.0,191.0,584.0,599.0,603.0,817.0,811.0,807.0,438.0,418.0,427.0,286.0,275.0,295.0
ftsI,4.0,8.0,5.0,9.0,23.0,25.0,72.0,81.0,79.0,150.0,131.0,140.0,195.0,187.0,202.0
ftsK,33.0,17.0,21.0,77.0,64.0,63.0,151.0,133.0,133.0,181.0,151.0,177.0,209.0,191.0,197.0
ftsN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ftsQ,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0
ftsW,8.0,8.0,8.0,12.0,9.0,8.0,49.0,57.0,51.0,87.0,93.0,87.0,104.0,122.0,96.0
ftsX,18.0,20.0,14.0,48.0,53.0,38.0,125.0,119.0,155.0,192.0,188.0,186.0,221.0,217.0,229.0
ftsY,14.0,9.0,10.0,20.0,27.0,11.0,32.0,44.0,31.0,43.0,40.0,45.0,62.0,65.0,92.0
ftsZ,6.0,2.0,13.0,11.0,17.0,13.0,22.0,22.0,34.0,36.0,24.0,31.0,40.0,43.0,31.0
fucA,3.0,1.0,6.0,9.0,11.0,1.0,60.0,57.0,61.0,101.0,83.0,94.0,135.0,133.0,145.0
fucI,2.0,0.0,1.0,4.0,3.0,0.0,11.0,6.0,8.0,15.0,11.0,12.0,30.0,40.0,23.0
fucK,5.0,1.0,2.0,20.0,9.0,10.0,67.0,67.0,73.0,110.0,140.0,101.0,191.0,158.0,156.0
fucO,5.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,5.0,4.0,7.0,7.0,4.0,7.0,2.0
fucP,5.0,5.0,3.0,2.0,9.0,5.0,48.0,47.0,56.0,83.0,112.0,99.0,105.0,120.0,103.0
fucR,18.0,11.0,20.0,30.0,22.0,18.0,98.0,105.0,111.0,167.0,190.0,184.0,258.0,263.0,262.0
fucU,5.0,1.0,3.0,9.0,20.0,24.0,84.0,88.0,114.0,163.0,132.0,155.0,203.0,226.0,224.0
fumA,108.0,99.0,94.0,28.0,15.0,20.0,67.0,68.0,84.0,95.0,106.0,88.0,144.0,151.0,168.0
fumB,0.0,1.0,0.0,2.0,1.0,1.0,15.0,12.0,20.0,26.0,22.0,23.0,33.0,32.0,31.0
fumC,33.0,32.0,23.0,14.0,11.0,13.0,56.0,65.0,79.0,113.0,123.0,100.0,158.0,142.0,159.0
fur,83.0,91.0,67.0,92.0,94.0,86.0,206.0,211.0,203.0,275.0,299.0,271.0,351.0,310.0,310.0
fusA,586.0,503.0,566.0,680.0,714.0,712.0,789.0,798.0,777.0,394.0,361.0,379.0,176.0,179.0,173.0
fxsA,8.0,5.0,12.0,14.0,4.0,7.0,53.0,49.0,64.0,117.0,107.0,124.0,163.0,167.0,179.0
gabP,1.0,2.0,4.0,11.0,5.0,5.0,25.0,33.0,29.0,50.0,78.0,59.0,88.0,90.0,87.0
gadA,1.0,0.0,1.0,0.0,2.0,0.0,3.0,4.0,3.0,5.0,1.0,2.0,9.0,3.0,9.0
gadB,2.0,0.0,1.0,9.0,15.0,9.0,70.0,78.0,71.0,104.0,116.0,118.0,152.0,142.0,157.0
gadC,0.0,0.0,4.0,13.0,19.0,8.0,65.0,68.0,66.0,121.0,120.0,138.0,151.0,154.0,132.0
gadE,0.0,0.0,0.0,1.0,1.0,1.0,9.0,5.0,9.0,14.0,13.0,8.0,16.0,15.0,17.0
gadW,4.0,3.0,6.0,17.0,15.0,17.0,79.0,67.0,73.0,118.0,117.0,135.0,199.0,181.0,156.0
gadX,11.0,11.0,17.0,36.0,33.0,35.0,184.0,168.0,187.0,353.0,378.0,368.0,524.0,489.0,452.0
galE,17.0,16.0,18.0,10.0,12.0,5.0,90.0,84.0,80.0,129.0,194.0,158.0,246.0,214.0,228.0
galF,30.0,17.0,44.0,29.0,34.0,42.0,125.0,161.0,114.0,195.0,206.0,178.0,195.0,215.0,214.0
galP,0.0,0.0,2.0,3.0,3.0,4.0,29.0,26.0,35.0,51.0,42.0,44.0,79.0,72.0,66.0
galR,0.0,3.0,2.0,12.0,8.0,3.0,55.0,41.0,28.0,57.0,64.0,52.0,106.0,97.0,87.0
galS,7.0,10.0,5.0,14.0,17.0,8.0,71.0,83.0,98.0,160.0,165.0,148.0,198.0,210.0,224.0
galU,10.0,15.0,22.0,24.0,27.0,26.0,67.0,82.0,82.0,124.0,119.0,110.0,171.0,157.0,179.0
gapA,513.0,568.0,557.0,32.0,36.0,38.0,172.0,187.0,187.0,223.0,226.0,212.0,262.0,261.0,245.0
gapC,0.0,3.0,1.0,1.0,7.0,8.0,11.0,8.0,7.0,24.0,30.0,19.0,25.0,36.0,31.0
garD,8.0,8.0,6.0,27.0,19.0,23.0,135.0,150.0,156.0,258.0,239.0,237.0,341.0,332.0,335.0
garK,5.0,1.0,4.0,7.0,4.0,4.0,32.0,30.0,29.0,67.0,62.0,65.0,82.0,95.0,90.0
garL,1.0,1.0,0.0,1.0,2.0,3.0,15.0,8.0,13.0,27.0,28.0,18.0,25.0,26.0,27.0
garP,3.0,4.0,2.0,4.0,4.0,15.0,41.0,34.0,43.0,85.0,83.0,84.0,119.0,114.0,137.0
garR,1.0,2.0,2.0,1.0,4.0,2.0,19.0,19.0,12.0,38.0,36.0,37.0,61.0,50.0,62.0
gatA,757.0,649.0,738.0,14.0,17.0,13.0,62.0,56.0,64.0,105.0,123.0,106.0,168.0,169.0,150.0
gatB,317.0,358.0,356.0,6.0,14.0,3.0,32.0,33.0,32.0,47.0,65.0,57.0,75.0,72.0,79.0
gatC,224.0,212.0,224.0,6.0,4.0,3.0,33.0,30.0,35.0,63.0,67.0,57.0,90.0,117.0,79.0
gatD,211.0,210.0,190.0,27.0,36.0,19.0,103.0,111.0,130.0,200.0,187.0,180.0,250.0,257.0,229.0
gatR,8.0,5.0,6.0,11.0,6.0,10.0,52.0,46.0,60.0,102.0,102.0,96.0,116.0,145.0,137.0
gatY,16.0,14.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0
gatZ,841.0,906.0,912.0,33.0,23.0,21.0,101.0,105.0,109.0,206.0,208.0,204.0,287.0,312.0,258.0
gcd,2.0,3.0,0.0,8.0,21.0,11.0,33.0,42.0,42.0,78.0,54.0,64.0,88.0,73.0,68.0
gcl,10.0,2.0,12.0,16.0,18.0,12.0,96.0,106.0,78.0,146.0,144.0,164.0,214.0,249.0,220.0
gcvA,4.0,7.0,3.0,9.0,16.0,20.0,72.0,84.0,69.0,107.0,118.0,110.0,167.0,161.0,178.0
gcvH,119.0,112.0,110.0,22.0,16.0,27.0,54.0,54.0,54.0,80.0,82.0,93.0,65.0,77.0,92.0
gcvP,27.0,31.0,22.0,5.0,4.0,2.0,21.0,15.0,20.0,23.0,28.0,33.0,41.0,33.0,40.0
gcvR,34.0,39.0,48.0,27.0,24.0,21.0,82.0,84.0,88.0,138.0,142.0,138.0,169.0,176.0,210.0
gcvT,28.0,23.0,33.0,8.0,16.0,5.0,38.0,36.0,24.0,42.0,40.0,45.0,68.0,85.0,55.0
gdhA,12.0,7.0,10.0,12.0,13.0,8.0,41.0,39.0,27.0,47.0,63.0,72.0,100.0,88.0,70.0
gfcD,1.0,1.0,0.0,6.0,5.0,7.0,32.0,37.0,38.0,59.0,69.0,77.0,99.0,101.0,106.0
ggt,0.0,9.0,3.0,6.0,8.0,6.0,34.0,31.0,34.0,70.0,57.0,50.0,96.0,88.0,103.0
ghrB,70.0,61.0,40.0,39.0,35.0,36.0,125.0,118.0,115.0,192.0,199.0,188.0,262.0,283.0,287.0
gidA,18.0,22.0,36.0,118.0,104.0,90.0,163.0,194.0,181.0,152.0,174.0,159.0,173.0,154.0,152.0
gidB,5.0,13.0,8.0,25.0,25.0,18.0,79.0,74.0,74.0,81.0,88.0,83.0,132.0,122.0,98.0
glcA,2.0,3.0,1.0,9.0,9.0,9.0,32.0,35.0,44.0,73.0,67.0,75.0,89.0,90.0,106.0
glcB,22.0,8.0,14.0,14.0,10.0,11.0,50.0,47.0,44.0,80.0,76.0,54.0,106.0,109.0,110.0
glcC,29.0,39.0,40.0,25.0,22.0,17.0,57.0,50.0,68.0,81.0,88.0,62.0,103.0,100.0,113.0
glcD,4.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,9.0,7.0,1.0,11.0,6.0,7.0
glcE,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,12.0,6.0,6.0,9.0,7.0,11.0,9.0
glcF,6.0,0.0,9.0,1.0,8.0,4.0,40.0,37.0,25.0,46.0,62.0,52.0,70.0,87.0,79.0
gldA,3.0,3.0,2.0,13.0,8.0,10.0,52.0,50.0,52.0,117.0,134.0,103.0,171.0,158.0,160.0
glf,38.0,33.0,39.0,39.0,33.0,57.0,117.0,106.0,114.0,105.0,146.0,163.0,203.0,180.0,183.0
glgA,63.0,52.0,47.0,43.0,30.0,36.0,192.0,184.0,198.0,335.0,335.0,327.0,433.0,461.0,443.0
glgB,34.0,48.0,36.0,17.0,17.0,14.0,114.0,89.0,97.0,186.0,167.0,146.0,180.0,189.0,193.0
glgC,53.0,43.0,54.0,33.0,37.0,30.0,162.0,168.0,138.0,305.0,305.0,286.0,378.0,372.0,378.0
glgP,13.0,28.0,19.0,17.0,23.0,26.0,92.0,78.0,109.0,156.0,161.0,163.0,224.0,235.0,242.0
glgS,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,3.0,3.0,5.0,3.0,3.0,8.0,17.0
glgX,9.0,16.0,9.0,5.0,3.0,10.0,21.0,25.0,34.0,42.0,35.0,42.0,67.0,53.0,51.0
glk,5.0,14.0,6.0,7.0,12.0,7.0,41.0,38.0,34.0,50.0,43.0,61.0,69.0,58.0,70.0
glmM,34.0,29.0,33.0,46.0,52.0,34.0,102.0,85.0,99.0,104.0,89.0,107.0,125.0,112.0,123.0
glmS,71.0,43.0,49.0,49.0,41.0,44.0,132.0,137.0,146.0,185.0,188.0,191.0,256.0,256.0,285.0
glmU,7.0,10.0,3.0,4.0,4.0,3.0,11.0,9.0,17.0,19.0,26.0,39.0,31.0,45.0,29.0
glnA,3.0,13.0,21.0,11.0,8.0,10.0,40.0,47.0,42.0,66.0,90.0,88.0,95.0,95.0,97.0
glnB,4.0,0.0,1.0,6.0,10.0,9.0,21.0,22.0,29.0,42.0,50.0,39.0,66.0,67.0,75.0
glnD,4.0,4.0,5.0,4.0,9.0,9.0,67.0,59.0,43.0,82.0,102.0,88.0,108.0,136.0,131.0
glnE,7.0,16.0,11.0,31.0,19.0,20.0,169.0,155.0,157.0,238.0,260.0,236.0,331.0,329.0,337.0
glnG,0.0,3.0,1.0,8.0,5.0,5.0,19.0,15.0,14.0,26.0,25.0,24.0,43.0,38.0,32.0
glnH,234.0,199.0,253.0,68.0,61.0,55.0,155.0,173.0,183.0,218.0,218.0,235.0,292.0,255.0,280.0
glnK,0.0,3.0,4.0,18.0,17.0,22.0,98.0,98.0,109.0,179.0,193.0,178.0,227.0,244.0,246.0
glnL,9.0,19.0,11.0,21.0,19.0,26.0,80.0,78.0,73.0,126.0,122.0,124.0,144.0,163.0,189.0
glnP,3.0,5.0,3.0,5.0,6.0,1.0,13.0,12.0,17.0,37.0,41.0,38.0,31.0,21.0,21.0
glnS,77.0,74.0,92.0,62.0,55.0,59.0,220.0,211.0,223.0,334.0,334.0,337.0,367.0,412.0,391.0
gloA,1.0,1.0,1.0,1.0,4.0,3.0,7.0,11.0,5.0,12.0,9.0,8.0,11.0,28.0,22.0
gloB,5.0,7.0,9.0,21.0,19.0,13.0,105.0,129.0,113.0,173.0,180.0,192.0,277.0,276.0,287.0
glpA,103.0,135.0,126.0,29.0,13.0,15.0,98.0,100.0,96.0,207.0,234.0,209.0,263.0,289.0,261.0
glpC,13.0,15.0,13.0,1.0,2.0,0.0,14.0,10.0,16.0,16.0,24.0,22.0,30.0,34.0,24.0
glpD,1324.0,1228.0,1306.0,897.0,849.0,875.0,927.0,872.0,870.0,610.0,562.0,591.0,516.0,526.0,504.0
glpF,308.0,300.0,354.0,7.0,3.0,1.0,11.0,23.0,13.0,29.0,17.0,24.0,51.0,34.0,32.0
glpG,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
glpK,714.0,736.0,778.0,13.0,14.0,14.0,58.0,67.0,73.0,111.0,131.0,121.0,143.0,168.0,134.0
glpQ,939.0,918.0,987.0,39.0,41.0,47.0,100.0,113.0,100.0,147.0,168.0,186.0,221.0,249.0,226.0
glpR,13.0,17.0,18.0,31.0,38.0,39.0,126.0,103.0,99.0,164.0,177.0,166.0,182.0,169.0,194.0
glpT,440.0,445.0,442.0,9.0,12.0,11.0,58.0,53.0,51.0,74.0,82.0,84.0,131.0,108.0,124.0
glpX,8.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
gltA,712.0,593.0,628.0,86.0,61.0,60.0,143.0,134.0,133.0,151.0,173.0,180.0,201.0,186.0,211.0
gltB,19.0,32.0,26.0,32.0,36.0,37.0,85.0,91.0,93.0,151.0,145.0,132.0,198.0,184.0,177.0
gltF,1.0,4.0,3.0,16.0,22.0,18.0,90.0,78.0,104.0,152.0,148.0,155.0,220.0,220.0,226.0
gltI,24.0,26.0,24.0,11.0,10.0,13.0,78.0,68.0,69.0,90.0,102.0,96.0,113.0,137.0,133.0
gltJ,2.0,1.0,3.0,3.0,6.0,1.0,18.0,18.0,19.0,38.0,35.0,42.0,38.0,41.0,48.0
gltK,6.0,5.0,4.0,3.0,4.0,5.0,17.0,16.0,24.0,37.0,40.0,50.0,47.0,39.0,55.0
gltP,0.0,2.0,3.0,6.0,4.0,4.0,19.0,25.0,20.0,51.0,60.0,39.0,49.0,64.0,41.0
gltS,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0
gltX,16.0,3.0,5.0,14.0,12.0,7.0,39.0,36.0,30.0,42.0,52.0,42.0,46.0,49.0,58.0
glvC,1.0,0.0,0.0,2.0,1.0,2.0,6.0,6.0,1.0,15.0,12.0,14.0,22.0,24.0,32.0
glvG,0.0,2.0,0.0,1.0,3.0,3.0,8.0,16.0,14.0,11.0,20.0,18.0,21.0,25.0,28.0
glxK,1.0,2.0,2.0,3.0,2.0,1.0,23.0,22.0,21.0,26.0,19.0,31.0,56.0,45.0,38.0
glxR,0.0,3.0,5.0,0.0,5.0,4.0,7.0,11.0,12.0,29.0,19.0,23.0,27.0,47.0,45.0
glyA,3.0,9.0,10.0,3.0,3.0,3.0,6.0,10.0,7.0,3.0,5.0,3.0,4.0,6.0,6.0
glyS,1.0,3.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,4.0,1.0,3.0,5.0,3.0,5.0
gmd,2.0,1.0,2.0,2.0,6.0,3.0,23.0,30.0,37.0,58.0,50.0,53.0,81.0,71.0,70.0
gmhB,5.0,7.0,8.0,9.0,15.0,16.0,44.0,56.0,44.0,87.0,80.0,96.0,113.0,123.0,107.0
gmk,12.0,24.0,12.0,46.0,39.0,49.0,73.0,76.0,80.0,102.0,81.0,99.0,123.0,119.0,121.0
gmr,11.0,8.0,5.0,17.0,15.0,21.0,70.0,73.0,68.0,98.0,115.0,110.0,150.0,155.0,146.0
gnd,160.0,178.0,186.0,144.0,153.0,143.0,297.0,281.0,264.0,282.0,272.0,265.0,299.0,308.0,302.0
gnsA,0.0,1.0,0.0,6.0,2.0,1.0,8.0,3.0,6.0,6.0,12.0,7.0,18.0,11.0,13.0
gnsB,3.0,5.0,2.0,7.0,1.0,4.0,17.0,20.0,20.0,19.0,17.0,24.0,41.0,29.0,34.0
gntK,1.0,5.0,2.0,12.0,6.0,11.0,51.0,45.0,52.0,96.0,88.0,86.0,127.0,121.0,129.0
gntP,3.0,1.0,7.0,7.0,5.0,5.0,50.0,28.0,49.0,86.0,102.0,91.0,134.0,119.0,106.0
gntR,5.0,6.0,3.0,4.0,11.0,4.0,40.0,35.0,38.0,54.0,44.0,56.0,78.0,77.0,88.0
gntT,0.0,1.0,0.0,2.0,3.0,3.0,5.0,6.0,7.0,11.0,15.0,13.0,18.0,14.0,16.0
gntU,4.0,2.0,3.0,5.0,4.0,10.0,48.0,44.0,43.0,85.0,88.0,72.0,112.0,95.0,108.0
gntX,1.0,0.0,1.0,1.0,1.0,1.0,10.0,11.0,6.0,13.0,25.0,13.0,22.0,30.0,21.0
gntY,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,4.0,2.0,1.0,0.0,3.0
gor,7.0,21.0,9.0,20.0,18.0,31.0,86.0,84.0,72.0,122.0,104.0,122.0,169.0,159.0,174.0
gph,9.0,11.0,13.0,17.0,6.0,9.0,81.0,83.0,75.0,125.0,132.0,138.0,194.0,185.0,148.0
gpmA,22.0,30.0,21.0,22.0,17.0,7.0,17.0,24.0,26.0,18.0,22.0,25.0,23.0,20.0,22.0
gpmI,0.0,2.0,1.0,2.0,1.0,1.0,16.0,9.0,10.0,16.0,10.0,15.0,22.0,24.0,22.0
gpp,4.0,2.0,1.0,2.0,2.0,0.0,10.0,16.0,13.0,18.0,19.0,20.0,33.0,33.0,35.0
gpsA,19.0,13.0,16.0,0.0,2.0,3.0,11.0,9.0,7.0,18.0,8.0,17.0,23.0,15.0,20.0
greA,12.0,6.0,4.0,36.0,32.0,32.0,50.0,54.0,49.0,50.0,43.0,36.0,36.0,50.0,40.0
greB,0.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,6.0,8.0,15.0,22.0,22.0,26.0,17.0
groL,383.0,404.0,346.0,23.0,16.0,16.0,194.0,214.0,223.0,149.0,168.0,167.0,165.0,198.0,177.0
groS,187.0,216.0,181.0,15.0,16.0,13.0,132.0,105.0,122.0,143.0,149.0,121.0,132.0,151.0,144.0
grpE,2.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,7.0,2.0
grxA,3.0,0.0,1.0,14.0,9.0,13.0,49.0,43.0,44.0,79.0,98.0,80.0,122.0,119.0,131.0
grxB,27.0,33.0,45.0,18.0,17.0,25.0,95.0,123.0,89.0,174.0,166.0,168.0,252.0,225.0,234.0
grxC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
