position,condition,cell_id,area_px,length_px,width_px,feret_max_px,arc_length_px,width_pa_px,straightness,perimeter_px,solidity,eccentricity,orientation_deg,yfp_mean,yfp_median,yfp_bgsub_median,phase_bgsub_median,above_bg,is_dark,kept,reason,bg_median,bg_std,bg_tilt_x_per1kpx,bg_tilt_y_per1kpx,bg_tilt_range
pos2,SHX,18,141,22.996181823867495,8.178613599627514,22.561028345356956,24.287341912612955,6.138435462317486,0.9289212638638118,55.58227665354262,0.8757763975155279,0.9346188589083526,-6.8120422577517115,123.9432601928711,123.0,4.912635803222656,6764.0,False,False,False,yfp_below_background,119.1146240234375,7.139525413513184,0.5124103426933289,-1.0720635652542114,3.2434158325195312
pos2,SHX,19,1373,43.35948213215053,40.98291232097848,45.69463863518345,49.445689196822414,32.29427234116856,0.9241379658657883,135.7582824513509,0.9682651622002821,0.3265232907230779,-51.21796211419253,118.71449279785156,119.0,1.3578338623046875,818.0,False,False,False,yfp_below_background,119.1146240234375,7.139525413513184,0.5124103426933289,-1.0720635652542114,3.2434158325195312
pos2,SHX,20,1002,43.339032428358756,31.56811496504218,46.87216658103186,49.311967183295195,22.52832161293929,0.9505231540815546,124.34210081763004,0.9235023041474655,0.6851530184581941,-60.24146924571509,118.45209503173828,118.0,0.3601036071777344,313.5,False,False,False,yfp_below_background,119.1146240234375,7.139525413513184,0.5124103426933289,-1.0720635652542114,3.2434158325195312
pos2,SHX,21,308,26.37221559716001,14.907413836295957,26.832815729997478,24.997409865923487,14.005172988469903,1.0734238416667328,65.98302232773842,0.9595015576323987,0.8249061706532107,57.98134591379653,122.07791900634766,121.5,4.3886566162109375,-198.5,False,True,False,yfp_below_background,119.1146240234375,7.139525413513184,0.5124103426933289,-1.0720635652542114,3.2434158325195312
pos2,SHX,22,968,62.707694863711204,20.005441795091862,59.61543424315552,58.78220815644124,17.598208058918008,1.0141748007236604,137.65440134928798,0.9499509322865555,0.9477456589500758,64.82551318545995,774.1973266601562,790.0,672.568473815918,-240.0,True,True,True,ok,119.1146240234375,7.139525413513184,0.5124103426933289,-1.0720635652542114,3.2434158325195312
pos2,SHX,23,757,53.25016278119096,18.322993096694567,50.635955604688654,48.226868246744445,16.979557013554057,1.049953219968971,115.83747404137125,0.9522012578616352,0.9389356758267224,-3.707951487575467,582.4253540039062,590.0,472.40392303466797,-242.0,True,True,True,ok,119.1146240234375,7.139525413513184,0.5124103426933289,-1.0720635652542114,3.2434158325195312
pos2,SHX,24,472,36.83033622121949,16.484914870584447,35.73513677041127,34.93222592661813,14.870346527220669,1.0229848176717915,86.84033020504587,0.9516129032258065,0.8942385543060293,75.77426028633565,784.1588745117188,784.5,667.6169967651367,-249.0,True,True,True,ok,119.1146240234375,7.139525413513184,0.5124103426933289,-1.0720635652542114,3.2434158325195312
pos2,SHX,25,409,32.97149999585021,15.843564311567512,32.984845004941285,31.367448260463227,14.471850392887777,1.0515629046726345,79.2558546132977,0.955607476635514,0.8769821207332801,-74.71143255425673,806.2714233398438,826.0,709.0282516479492,-246.0,True,True,True,ok,119.1146240234375,7.139525413513184,0.5124103426933289,-1.0720635652542114,3.2434158325195312
pos3,SHX,1,353,35.59575698685674,12.879570363839225,34.0147027033899,33.83976607111491,11.231498544075151,1.005169557966428,80.50132836895047,0.9240837696335078,0.9322445563361739,-28.501725966394744,820.107666015625,824.0,704.829216003418,-212.0,True,True,True,ok,119.09180450439453,7.2149271965026855,-0.34949877858161926,-1.2378695011138916,3.2493438720703125
pos3,SHX,2,398,31.959635131186907,16.866192288531693,31.016124838541646,32.51759145676734,13.429827518679552,0.9538260199799262,80.3665753478373,0.9212962962962963,0.8494095716530258,-78.46841620779057,605.8668212890625,590.5,471.4011764526367,-201.0,True,True,True,ok,119.09180450439453,7.2149271965026855,-0.34949877858161926,-1.2378695011138916,3.2493438720703125
pos3,SHX,3,560,40.90421549953805,17.523653148629542,40.24922359499622,38.96963259413986,15.733328437087726,1.0328355931446163,95.90031734857445,0.9540034071550255,0.9035858694763327,-27.10522237781596,611.289306640625,618.0,498.5206832885742,-239.0,True,True,True,ok,119.09180450439453,7.2149271965026855,-0.34949877858161926,-1.2378695011138916,3.2493438720703125
pos3,SHX,4,137,16.5644658713737,10.589218596050863,16.76305461424021,16.145834980398323,9.748218952471527,1.038227792776974,43.42016510252293,0.9383561643835616,0.7689797233733822,-83.77941490238696,126.33576965332031,127.0,8.006797790527344,-187.0,False,True,False,yfp_below_background,119.09180450439453,7.2149271965026855,-0.34949877858161926,-1.2378695011138916,3.2493438720703125
pos3,SHX,5,566,43.61568893634027,16.662687601718293,42.579337712087536,40.254525620828986,15.310149815630126,1.0577528130167708,97.98700579654046,0.9576988155668359,0.9241481599176107,83.51498968238072,264.1872863769531,269.0,149.92693328857422,-206.0,True,True,True,ok,119.09180450439453,7.2149271965026855,-0.34949877858161926,-1.2378695011138916,3.2493438720703125
pos3,SHX,6,626,40.98809468810852,19.747741567976313,39.92492955535426,41.27080031680451,16.60118307013209,0.9673892739874433,101.49338926737106,0.9542682926829268,0.876285535978725,-30.20875412595934,555.1229858398438,562.0,442.74999237060547,-229.5,True,True,True,ok,119.09180450439453,7.2149271965026855,-0.34949877858161926,-1.2378695011138916,3.2493438720703125
